layer,sequences,time_us
lm_head,1,713.614
lm_head,2,686.69
lm_head,3,688.162
lm_head,4,688.781
lm_head,5,690.392
lm_head,6,692.718
lm_head,7,691.938
lm_head,8,693.187
lm_head,9,693.635
lm_head,10,693.709
lm_head,11,693.582
lm_head,12,694.915
lm_head,13,694.84
lm_head,14,695.416
lm_head,15,696.258
lm_head,16,696.354
lm_head,20,699.789
lm_head,24,701.656
lm_head,28,703.714
lm_head,32,706.137
lm_head,36,708.386
lm_head,40,710.542
lm_head,44,709.838
lm_head,48,712.078
lm_head,52,714.798
lm_head,56,717.485
lm_head,60,715.704
lm_head,64,720.237
lm_head,80,720.611
lm_head,96,725.325
lm_head,112,726.349
lm_head,128,732.59
lm_head,144,743.075
lm_head,160,817.827
lm_head,176,822.094
lm_head,192,825.987
lm_head,208,829.262
lm_head,224,833.048
lm_head,240,836.59
lm_head,256,840.025
sampler,1,21.6427
sampler,2,16.9813
sampler,3,21.6213
sampler,4,18.538
sampler,5,34.4117
sampler,6,21.429
sampler,7,20.6197
sampler,8,38.2947
sampler,9,38.6023
sampler,10,39.1573
sampler,11,41.4387
sampler,12,19.1783
sampler,13,43.0923
sampler,14,39.2957
sampler,15,33.953
sampler,16,32.9183
sampler,20,41.6753
sampler,24,47.457
sampler,28,38.197
sampler,32,54.1213
sampler,36,41.6633
sampler,40,43.6693
sampler,44,53.5997
sampler,48,44.5447
sampler,52,45.92
sampler,56,49.0453
sampler,60,43.967
sampler,64,55.4457
sampler,80,67.564
sampler,96,61.0573
sampler,112,74.9443
sampler,128,72.0847
sampler,144,80.5973
sampler,160,83.5413
sampler,176,83.4883
sampler,192,86.752
sampler,208,84.9387
sampler,224,89.9737
sampler,240,101.815
sampler,256,107.136
