time_s	throughput
0	0.0
1	141.0
2	396.0
3	671.0
4	870.0
5	1525.0
6	1512.0
7	1918.0
8	2122.0
9	2486.0
10	2618.0
11	2400.0
12	1802.0
13	2447.0
14	2143.0
15	2251.0
16	2072.0
17	2751.0
18	2385.0
19	3273.0
20	2583.0
21	3044.0
22	2574.0
23	3051.0
24	2653.0
25	3014.0
26	2888.0
27	2680.0
28	2568.0
29	2296.0
30	2537.0
31	2904.0
32	2651.0
33	2443.0
34	2006.0
35	1551.0
36	1125.0
37	952.0
38	813.0
39	697.0
40	632.0
41	486.0
42	395.0
43	305.0
44	183.0
45	156.0
46	108.0
47	98.0
48	72.0
49	36.0
50	30.0
