instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,0,Qwen/Qwen3-30B-A3B-Instruct-2507,10,70,46926808,742558660,695631852,0,19237456,9802817,"[7935860, 7935860, 7935860, 7935860, 7935860, 7935860, 7935860, 7935908, 7935956, 7936004, 7936100, 7936148, 7936196, 7936244, 7936340, 7936388, 7936436, 7936484, 7936580, 7936628, 7936676, 7936724, 7936820, 7936916, 7937060, 7937156, 7937300, 7937444, 7937540, 7937684, 7937828, 7937924, 7938068, 7938212, 7938308, 7938452, 26726889, 8142646, 8142742, 8142862, 8142934, 8143030, 8143126, 8143222, 8143318, 8143414, 8143486, 8143606, 8143726, 8143846, 26552475, 8702430, 8702502, 8702670, 8702718, 8703966, 8704134, 8704182, 13611355, 8910500, 25393657, 27140033, 13649953, 13650121, 13650217, 13650361, 13650433, 13650553, 13650745]"
0,3,Qwen/Qwen3-30B-A3B-Instruct-2507,4,12,570907776,755815830,184908054,1195719,14654311,15477613,"[8910500, 25393657, 27140033, 13649953, 13650121, 13650217, 13650361, 13650433, 13650553, 13650745, 13257170]"
0,7,Qwen/Qwen3-30B-A3B-Instruct-2507,2,9,811936856,946656452,134719596,1112796,12405392,15289275,"[13376612, 13650793, 13650889, 13650985, 13651033, 13651513, 29302723, 11379656]"
0,9,Qwen/Qwen3-30B-A3B-Instruct-2507,5,26,1026970077,1384760227,357790150,3864544,18441230,13573956,"[11382248, 13656697, 13657201, 13657609, 13658113, 13658545, 13659025, 13659433, 13659889, 13660369, 13660777, 13661233, 13661761, 13662169, 13663825, 13665553, 13667161, 13668817, 13670521, 13672177, 13673809, 13675513, 13677169, 13678801, 13680505]"
0,2,Qwen/Qwen3-30B-A3B-Instruct-2507,16,69,479613521,1435045309,955431788,789419,27341822,13648381,"[8702358, 8702454, 8702598, 8702646, 8702742, 8702886, 8702934, 8702982, 13438402, 25392937, 27139361, 13649257, 13649401, 13649545, 13649641, 13649737, 13649881, 13650025, 13650169, 13650265, 13650409, 13650457, 13650553, 13650649, 13650697, 13650793, 13650889, 13650985, 13651033, 13651513, 13651993, 26649603, 13652905, 13653337, 13653817, 13654297, 13654729, 13655209, 13655689, 14556400, 13656601, 13657081, 13657513, 13657993, 13658425, 13658905, 13659385, 13659865, 13660297, 13660729, 13661209, 13661689, 13662121, 13663801, 13665481, 13667113, 13668793, 13670473, 13672153, 13673785, 13675465, 13677145, 13678777, 13680457, 13682137, 13683817, 13685449, 13687129]"
0,5,Qwen/Qwen3-30B-A3B-Instruct-2507,15,63,604829893,1498029304,893199411,10578389,37717750,13798091,"[13649257, 13649401, 13649545, 13649641, 13649737, 13649881, 13650025, 13650169, 13650265, 13650409, 13650457, 13650553, 13650649, 13650697, 13650793, 13650889, 13650985, 13651033, 13651513, 13651993, 26649603, 13652905, 13653337, 13653817, 13654297, 13654729, 13655209, 13655689, 14556400, 13656601, 13657081, 13657513, 13657993, 13658425, 13658905, 13659385, 13659865, 13660297, 13660729, 13661209, 13661689, 13662121, 13663801, 13665481, 13667113, 13668793, 13670473, 13672153, 13673785, 13675465, 13677145, 13678777, 13680457, 13682137, 13683817, 13685449, 13687129, 12593535, 12595167, 12596799, 12598431, 12600063]"
0,8,Qwen/Qwen3-30B-A3B-Instruct-2507,18,58,903845071,1662405090,758560019,4761812,31431725,12756636,"[11379656, 13272194, 13653385, 13653841, 13654321, 13654753, 13655257, 17211104, 11382248, 13656697, 13657201, 13657609, 13658113, 13658545, 13659025, 13659433, 13659889, 13660369, 13660777, 13661233, 13661761, 13662169, 13663825, 13665553, 13667161, 13668817, 13670521, 13672177, 13673809, 13675513, 13677169, 13678801, 13680505, 13300898, 13683889, 13685497, 13687201, 12593607, 12595215, 12596871, 12598503, 12600111, 10674377, 10676057, 10677713, 10679417, 10681097, 10683881, 10685585, 10687265, 10688945, 10690625, 10692305, 10693913, 10695617, 10697297, 10698977]"
0,1,Qwen/Qwen3-30B-A3B-Instruct-2507,22,104,347938952,1669019016,1321080064,15894,26602846,12567739,"[8142598, 8142670, 8142790, 8142886, 8142958, 8143054, 8143174, 8143246, 8143342, 8143438, 8143534, 8143654, 8143798, 26552403, 8702358, 8702454, 8702598, 8702646, 8702742, 8702886, 8702934, 8702982, 13438402, 25392937, 27139361, 13649257, 13649401, 13649545, 13649641, 13649737, 13649881, 13650025, 13650169, 13650265, 13650409, 13650457, 13650553, 13650649, 13650697, 13650793, 13650889, 13650985, 13651033, 13651513, 13651993, 26649603, 13652905, 13653337, 13653817, 13654297, 13654729, 13655209, 13655689, 14556400, 13656601, 13657081, 13657513, 13657993, 13658425, 13658905, 13659385, 13659865, 13660297, 13660729, 13661209, 13661689, 13662121, 13663801, 13665481, 13667113, 13668793, 13670473, 13672153, 13673785, 13675465, 13677145, 13678777, 13680457, 13682137, 13683817, 13685449, 13687129, 12593535, 12595167, 12596799, 12598431, 12600063, 10674305, 10675985, 10677665, 10679345, 10681025, 10682657, 10684337, 10686017, 10687697, 10689377, 10691057, 10692689, 10694369, 10696049, 10697729, 10699409]"
0,6,Qwen/Qwen3-30B-A3B-Instruct-2507,15,84,610813769,1712799030,1101985261,4594513,31733874,12894595,"[13649257, 13649401, 13649545, 13649641, 13649737, 13649881, 13650025, 13650169, 13650265, 13650409, 13650457, 13650553, 13650649, 13650697, 13650793, 13650889, 13650985, 13651033, 13651513, 13651993, 26649603, 13652905, 13653337, 13653817, 13654297, 13654729, 13655209, 13655689, 14556400, 13656601, 13657081, 13657513, 13657993, 13658425, 13658905, 13659385, 13659865, 13660297, 13660729, 13661209, 13661689, 13662121, 13663801, 13665481, 13667113, 13668793, 13670473, 13672153, 13673785, 13675465, 13677145, 13678777, 13680457, 13682137, 13683817, 13685449, 13687129, 12593535, 12595167, 12596799, 12598431, 12600063, 10674305, 10675985, 10677665, 10679345, 10681025, 10682657, 10684337, 10686017, 10687697, 10689377, 10691057, 10692689, 10694369, 10696049, 10697729, 10699409, 8752566, 8754294, 8756022, 8757702, 8759430]"
0,4,Qwen/Qwen3-30B-A3B-Instruct-2507,13,96,587870263,1801188850,1213318587,2145082,27538019,12481900,"[27139361, 13649257, 13649401, 13649545, 13649641, 13649737, 13649881, 13650025, 13650169, 13650265, 13650409, 13650457, 13650553, 13650649, 13650697, 13650793, 13650889, 13650985, 13651033, 13651513, 13651993, 26649603, 13652905, 13653337, 13653817, 13654297, 13654729, 13655209, 13655689, 14556400, 13656601, 13657081, 13657513, 13657993, 13658425, 13658905, 13659385, 13659865, 13660297, 13660729, 13661209, 13661689, 13662121, 13663801, 13665481, 13667113, 13668793, 13670473, 13672153, 13673785, 13675465, 13677145, 13678777, 13680457, 13682137, 13683817, 13685449, 13687129, 12593535, 12595167, 12596799, 12598431, 12600063, 10674305, 10675985, 10677665, 10679345, 10681025, 10682657, 10684337, 10686017, 10687697, 10689377, 10691057, 10692689, 10694369, 10696049, 10697729, 10699409, 8752566, 8754294, 8756022, 8757702, 8759430, 8022980, 8025476, 8027972, 8030468, 8032964, 8035460, 8037908, 8040404, 8042900, 8045396, 8047892]"
