layer,sequences,time_us
mtp_embed,1,3.19967
mtp_embed,2,3.381
mtp_embed,3,3.62633
mtp_embed,4,3.872
mtp_embed,5,4.256
mtp_embed,6,4.469
mtp_embed,7,4.62967
mtp_embed,8,4.75733
mtp_embed,9,5.31233
mtp_embed,10,5.56867
mtp_embed,11,5.71733
mtp_embed,12,6.08033
mtp_embed,13,6.325
mtp_embed,14,6.57067
mtp_embed,15,6.77333
mtp_embed,16,6.82633
mtp_embed,20,3.04033
mtp_embed,24,2.88033
mtp_embed,28,3.008
mtp_embed,32,2.82733
mtp_embed,36,3.03933
mtp_embed,40,2.89067
mtp_embed,44,3.08267
mtp_embed,48,2.93367
mtp_embed,52,3.11467
mtp_embed,56,2.96533
mtp_embed,60,3.317
mtp_embed,64,3.05067
mtp_embed,80,3.14633
mtp_embed,96,3.32833
mtp_embed,112,3.467
mtp_embed,128,3.58433
mtp_embed,144,3.99967
mtp_embed,160,4.17033
mtp_embed,176,4.27733
mtp_embed,192,4.42667
mtp_embed,208,4.39467
mtp_embed,224,4.39533
mtp_embed,240,4.43733
mtp_embed,256,4.50067
mtp_fc,1,73.195
mtp_fc,2,75.446
mtp_fc,3,75.307
mtp_fc,4,75.52
mtp_fc,5,75.3387
mtp_fc,6,75.275
mtp_fc,7,75.115
mtp_fc,8,75.2853
mtp_fc,9,75.7443
mtp_fc,10,75.4037
mtp_fc,11,75.5953
mtp_fc,12,75.6273
mtp_fc,13,75.1253
mtp_fc,14,76.1073
mtp_fc,15,75.3603
mtp_fc,16,76.0327
mtp_fc,20,76.2033
mtp_fc,24,77.088
mtp_fc,28,77.8667
mtp_fc,32,78.091
mtp_fc,36,80.875
mtp_fc,40,81.59
mtp_fc,44,83.4567
mtp_fc,48,83.8293
mtp_fc,52,84.6617
mtp_fc,56,86.667
mtp_fc,60,86.4643
mtp_fc,64,87.7553
mtp_fc,80,95.36
mtp_fc,96,97.995
mtp_fc,112,102.059
mtp_fc,128,103.382
mtp_fc,144,115.926
mtp_fc,160,118.742
mtp_fc,176,121.206
mtp_fc,192,122.486
mtp_fc,208,121.292
mtp_fc,224,121.622
mtp_fc,240,121.366
mtp_fc,256,120.512
mtp_norms,1,50.9127
mtp_norms,2,53.761
mtp_norms,3,53.538
mtp_norms,4,56.683
mtp_norms,5,56.7803
mtp_norms,6,56.8207
mtp_norms,7,56.671
mtp_norms,8,61.398
mtp_norms,9,62.3277
mtp_norms,10,62.3897
mtp_norms,11,62.697
mtp_norms,12,62.2093
mtp_norms,13,61.823
mtp_norms,14,62.6233
mtp_norms,15,61.269
mtp_norms,16,72.418
mtp_norms,20,72.4917
mtp_norms,24,73.1633
mtp_norms,28,74.0033
mtp_norms,32,73.569
mtp_norms,36,74.6143
mtp_norms,40,76.032
mtp_norms,44,76.9613
mtp_norms,48,77.3963
mtp_norms,52,78.2843
mtp_norms,56,78.5813
mtp_norms,60,79.212
mtp_norms,64,79.583
mtp_norms,80,80.8313
mtp_norms,96,83.2203
mtp_norms,112,85.5363
mtp_norms,128,87.5713
mtp_norms,144,89.1737
mtp_norms,160,93.0777
mtp_norms,176,93.567
mtp_norms,192,96.1593
mtp_norms,208,98.103
mtp_norms,224,100.726
mtp_norms,240,107.839
mtp_norms,256,109.902
