time_s	throughput
0	0.0
1	130.0
2	426.0
3	961.0
4	1201.0
5	1653.0
6	1634.0
7	1861.0
8	1877.0
9	2351.0
10	1978.0
11	2983.0
12	2943.0
13	2163.0
14	2272.0
15	2933.0
16	2154.0
17	2876.0
18	3210.0
19	2961.0
20	2500.0
21	2654.0
22	3213.0
23	3370.0
24	3696.0
25	3266.0
26	4744.0
27	4405.0
28	4478.0
29	4279.0
30	4210.0
31	4068.0
32	4133.0
33	4076.0
34	3973.0
35	4321.0
36	4503.0
37	4019.0
38	3858.0
39	3259.0
40	3099.0
41	3727.0
42	3312.0
43	2446.0
44	1930.0
45	835.0
