time_s	throughput
0	0
1	165.9
2	565.5
3	1140.7
4	1394.7
5	1910.1
6	2207.4
7	2451.3
8	2539.1
9	2781.5
10	3018.1
11	2809.5
12	2505.2
13	2847.7
14	2684.8
15	2832.3
16	2666.8
17	2722.3
18	2826.9
19	2923
20	2703.3
21	3030.5
22	2811.4
23	2901
24	2736
25	2826.9
26	2666.5
27	2548.6
28	2429.1
29	2351.8
30	2391.9
31	2533.9
32	1983.8
33	1503.5
34	1158.3
35	979.8
36	816.4
37	560.4
38	372.7
39	263.9
40	208.9
41	190.9
42	99.9
43	99.9
44	57
45	42
46	0
