time_s	throughput
0	0
1	253.1
2	746.2
3	1430.3
4	1818
5	2304.4
6	2267.1
7	2573.2
8	2935.5
9	3141.8
10	3189.2
11	3143.9
12	2982.8
13	3283.2
14	3062
15	3388.9
16	3192.2
17	3319.4
18	3366.7
19	3243.3
20	3234
21	3306.3
22	3370.4
23	3369.8
24	3330.1
25	3082.3
26	3015
27	2980.1
28	2884.7
29	2611
30	2937.8
31	2470.7
32	1968.3
33	1527.1
34	1142.6
35	921.2
36	751.9
37	594.9
38	541.2
39	328.7
40	242.9
41	156
42	149.9
43	145.8
44	100
45	21
46	0
