time_s	throughput
0	0
1	201.9
2	499.8
3	1128.7
4	1298.7
5	1771
6	1700.4
7	2133.8
8	2112.6
9	2430.3
10	2508.7
11	2960.7
12	2631.4
13	2684
14	2560.9
15	2819.7
16	2660.5
17	2935.4
18	2824.5
19	2881.8
20	2443.1
21	2766.8
22	2779.2
23	3003.1
24	2863.4
25	2649.7
26	2694
27	2451.1
28	2631.7
29	2313.2
30	2977.9
31	2685.4
32	2292
33	1891.6
34	1410.7
35	1054.1
36	911.6
37	768.3
38	682.3
39	465.4
40	296.9
41	223.8
42	178.8
43	134.9
44	91.9
45	67.9
46	46.9
47	5
48	0
49	0
