time_s	throughput
0	0
1	133
2	528.5
3	915
4	1177.9
5	1667
6	2060.6
7	2224.9
8	2490.9
9	2720.1
10	2924.4
11	2927.4
12	2094.9
13	2625.8
14	2514
15	2500.9
16	2777.4
17	2646.6
18	2625.6
19	3156.6
20	2642.8
21	3024.6
22	2748.3
23	2927.1
24	2739.7
25	2901.5
26	2863.9
27	2620.3
28	2620.7
29	2519.7
30	2519.8
31	2557.8
32	2242
33	1753.8
34	1297.6
35	1029.2
36	917.8
37	770.4
38	621.7
39	304.8
40	272
41	195.9
42	166.9
43	100
44	81
45	50
46	22
47	0
