prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
64,0,1,128,13.087
64,0,1,256,16.906
64,0,1,512,24.7987
64,0,1,1024,40.4363
64,0,1,2048,72.5727
64,0,1,4096,136.689
64,0,1,8192,264.942
64,0,1,16384,520.094
64,0,2,16,10.2287
64,0,2,32,10.3037
64,0,2,64,10.3247
64,0,2,128,13.0983
64,0,2,256,17.1087
64,0,2,512,25.001
64,0,2,1024,40.9367
64,0,2,2048,72.881
64,0,2,4096,137.775
64,0,2,8192,265.661
64,0,2,16384,521.235
64,0,4,16,15.647
64,0,4,32,15.6793
64,0,4,64,15.818
64,0,4,128,21.6737
64,0,4,256,29.8227
64,0,4,512,43.2297
64,0,4,1024,59.6673
64,0,4,2048,90.7577
64,0,4,4096,153.368
64,0,4,8192,279.819
64,0,4,16384,527.181
64,0,8,16,20.906
64,0,8,32,21.183
64,0,8,64,21.3433
64,0,8,128,30.9213
64,0,8,256,42.9307
64,0,8,512,59.6247
64,0,8,1024,90.72
64,0,8,2048,153.764
64,0,8,4096,279.616
64,0,8,8192,534.255
64,0,8,16384,1044.27
64,0,16,16,31.124
64,0,16,32,31.5717
64,0,16,64,32.2023
64,0,16,128,49.0113
64,0,16,256,67.529
64,0,16,512,98.588
64,0,16,1024,161.456
64,0,16,2048,287.949
64,0,16,4096,538.769
64,0,16,8192,1053.27
64,0,16,16384,2073.12
64,0,32,16,52.4897
64,0,32,32,53.2037
64,0,32,64,54.2803
64,0,32,128,83.3367
64,0,32,256,116.306
64,0,32,512,179.042
64,0,32,1024,304.846
64,0,32,2048,556.136
64,0,32,4096,1058.02
64,0,32,8192,2090.38
64,0,32,16384,4130.33
64,0,64,16,93.653
64,0,64,32,94.8673
64,0,64,64,96.4253
64,0,64,128,158.792
64,0,64,256,229.618
64,0,64,512,365.839
64,0,64,1024,634.391
64,0,64,2048,1169.44
64,0,64,4096,2337.91
64,0,64,8192,4769.87
64,0,64,16384,12765.3
64,0,128,16,175.255
64,0,128,32,176.563
64,0,128,64,180.394
64,0,128,128,309.151
64,0,128,256,470.43
64,0,128,512,774.144
64,0,128,1024,1431
64,0,128,2048,4520.75
64,0,128,4096,9040.29
64,0,128,8192,18041.8
64,0,128,16384,36037
64,16,0,0,10.1653
64,16,1,16,10.2713
64,16,1,32,10.2617
64,16,1,64,10.2613
64,16,1,128,13.088
64,16,1,256,17.0557
64,16,1,512,24.7243
64,16,1,1024,40.4463
64,16,1,2048,72.6903
64,16,1,4096,136.676
64,16,1,8192,264.925
64,16,1,16384,520.002
64,16,2,16,10.218
64,16,2,32,10.3557
64,16,2,64,10.357
64,16,2,128,13.2263
64,16,2,256,17.097
64,16,2,512,25.0437
64,16,2,1024,40.7553
64,16,2,2048,73.042
64,16,2,4096,137.742
64,16,2,8192,265.615
64,16,2,16384,521.143
64,16,4,16,15.6263
64,16,4,32,15.7537
64,16,4,64,15.9027
64,16,4,128,21.7063
64,16,4,256,29.8763
64,16,4,512,43.519
64,16,4,1024,59.5493
64,16,4,2048,91.0787
64,16,4,4096,153.06
64,16,4,8192,277.492
64,16,4,16384,528.599
64,16,8,16,20.9057
64,16,8,32,21.2043
64,16,8,64,21.514
64,16,8,128,30.9313
64,16,8,256,42.9107
64,16,8,512,59.293
64,16,8,1024,90.7893
64,16,8,2048,153.496
64,16,8,4096,279.317
64,16,8,8192,534.041
64,16,8,16384,1047.2
64,16,16,16,31.3697
64,16,16,32,31.668
64,16,16,64,32.319
64,16,16,128,49.0117
64,16,16,256,67.5603
64,16,16,512,98.801
64,16,16,1024,161.667
64,16,16,2048,288.308
64,16,16,4096,539.175
64,16,16,8192,1052.38
64,16,16,16384,2073.49
64,16,32,16,52.4037
64,16,32,32,53.077
64,16,32,64,54.3447
64,16,32,128,83.6813
64,16,32,256,116.178
64,16,32,512,179.707
64,16,32,1024,305.015
64,16,32,2048,556.155
64,16,32,4096,1059.08
64,16,32,8192,2091.76
64,16,32,16384,4124.65
64,16,64,16,93.5993
64,16,64,32,94.764
64,16,64,64,96.6303
64,16,64,128,158.775
64,16,64,256,228.759
64,16,64,512,366.613
64,16,64,1024,634.34
64,16,64,2048,1172.49
64,16,64,4096,2341.65
64,16,64,8192,4737.56
64,16,64,16384,11138.8
64,16,128,16,175.147
64,16,128,32,176.886
64,16,128,64,180.374
64,16,128,128,307.329
64,16,128,256,470.349
64,16,128,512,773.896
64,16,128,1024,1431.21
64,16,128,2048,4525.79
64,16,128,4096,9042.95
64,16,128,8192,17999.1
64,16,128,16384,36045.3
64,32,0,0,10.2503
64,32,1,16,10.229
64,32,1,32,10.3147
64,32,1,64,10.293
64,32,1,128,13.0653
64,32,1,256,17.1083
64,32,1,512,24.798
64,32,1,1024,40.4353
64,32,1,2048,72.6147
64,32,1,4096,136.753
64,32,1,8192,264.734
64,32,1,16384,519.663
64,32,2,16,10.2077
64,32,2,32,10.314
64,32,2,64,10.4
64,32,2,128,13.1933
64,32,2,256,17.087
64,32,2,512,25.076
64,32,2,1024,41.0113
64,32,2,2048,72.7753
64,32,2,4096,137.753
64,32,2,8192,265.669
64,32,2,16384,521.12
64,32,4,16,15.7427
64,32,4,32,15.8177
64,32,4,64,15.936
64,32,4,128,21.695
64,32,4,256,29.834
64,32,4,512,43.8383
64,32,4,1024,59.986
64,32,4,2048,90.993
64,32,4,4096,152.718
64,32,4,8192,277.776
64,32,4,16384,527.981
64,32,8,16,21.0883
64,32,8,32,21.2147
64,32,8,64,21.6423
64,32,8,128,30.975
64,32,8,256,42.9527
64,32,8,512,60.7333
64,32,8,1024,90.3633
64,32,8,2048,154.437
64,32,8,4096,279.637
64,32,8,8192,532.44
64,32,8,16384,1044.57
64,32,16,16,31.2523
64,32,16,32,31.5513
64,32,16,64,32.276
64,32,16,128,48.9693
64,32,16,256,67.741
64,32,16,512,98.8337
64,32,16,1024,161.615
64,32,16,2048,288.172
64,32,16,4096,539.27
64,32,16,8192,1053.04
64,32,16,16384,2074.01
64,32,32,16,52.3817
64,32,32,32,53.2357
64,32,32,64,54.3647
64,32,32,128,83.5037
64,32,32,256,116.663
64,32,32,512,179.301
64,32,32,1024,305.346
64,32,32,2048,556.406
64,32,32,4096,1059.08
64,32,32,8192,2090.47
64,32,32,16384,4128.47
64,32,64,16,93.7693
64,32,64,32,94.9323
64,32,64,64,96.5633
64,32,64,128,159.059
64,32,64,256,230.088
64,32,64,512,367.087
64,32,64,1024,633.349
64,32,64,2048,1171
64,32,64,4096,2341.75
64,32,64,8192,4840.25
64,32,64,16384,11586
64,32,128,16,175.295
64,32,128,32,177.098
64,32,128,64,180.81
64,32,128,128,309.055
64,32,128,256,469.898
64,32,128,512,779.016
64,32,128,1024,1430.54
64,32,128,2048,4527.97
64,32,128,4096,9038.09
64,32,128,8192,18054.5
64,32,128,16384,36039.7
64,64,0,0,10.3033
64,64,1,16,10.218
64,64,1,32,10.3567
64,64,1,64,10.3673
64,64,1,128,13.279
64,64,1,256,16.8417
64,64,1,512,24.841
64,64,1,1024,40.4457
64,64,1,2048,72.5833
64,64,1,4096,136.738
64,64,1,8192,264.711
64,64,1,16384,519.754
64,64,2,16,10.2077
64,64,2,32,10.2723
64,64,2,64,10.485
64,64,2,128,13.172
64,64,2,256,17.1403
64,64,2,512,25.0967
64,64,2,1024,41.0107
64,64,2,2048,72.912
64,64,2,4096,137.729
64,64,2,8192,265.539
64,64,2,16384,521.012
64,64,4,16,15.7857
64,64,4,32,15.8387
64,64,4,64,16.063
64,64,4,128,21.6947
64,64,4,256,29.7583
64,64,4,512,43.709
64,64,4,1024,59.8353
64,64,4,2048,90.981
64,64,4,4096,153.355
64,64,4,8192,278.502
64,64,4,16384,529.032
64,64,8,16,21.0123
64,64,8,32,21.311
64,64,8,64,21.6723
64,64,8,128,30.964
64,64,8,256,42.8447
64,64,8,512,60.0173
64,64,8,1024,91.332
64,64,8,2048,154.336
64,64,8,4096,280.196
64,64,8,8192,534.061
64,64,8,16384,1044.34
64,64,16,16,31.3367
64,64,16,32,31.6567
64,64,16,64,32.3397
64,64,16,128,49.01
64,64,16,256,67.868
64,64,16,512,99.0123
64,64,16,1024,161.376
64,64,16,2048,288.188
64,64,16,4096,539.908
64,64,16,8192,1052.65
64,64,16,16384,2074.78
64,64,32,16,52.509
64,64,32,32,53.2667
64,64,32,64,54.45
64,64,32,128,83.4417
64,64,32,256,116.506
64,64,32,512,177.964
64,64,32,1024,305.129
64,64,32,2048,555.913
64,64,32,4096,1059.07
64,64,32,8192,2090.36
64,64,32,16384,4129.83
64,64,64,16,93.9073
64,64,64,32,95.111
64,64,64,64,96.8283
64,64,64,128,158.469
64,64,64,256,230.135
64,64,64,512,367.23
64,64,64,1024,634.166
64,64,64,2048,1168.23
64,64,64,4096,2334.4
64,64,64,8192,4794.55
64,64,64,16384,11393.5
64,64,128,16,175.59
64,64,128,32,177.105
64,64,128,64,181.307
64,64,128,128,306.116
64,64,128,256,471.477
64,64,128,512,773.467
64,64,128,1024,1431.79
64,64,128,2048,4526.05
64,64,128,4096,9037.55
64,64,128,8192,18005.8
64,64,128,16384,36054.7
64,128,0,0,14.037
64,128,1,16,13.4077
64,128,1,32,13.407
64,128,1,64,13.4707
64,128,1,128,13.824
64,128,1,256,17.0543
64,128,1,512,24.7983
64,128,1,1024,40.4563
64,128,1,2048,72.5067
64,128,1,4096,136.685
64,128,1,8192,264.75
64,128,1,16384,519.986
64,128,2,16,13.4713
64,128,2,32,13.5033
64,128,2,64,13.4927
64,128,2,128,13.8867
64,128,2,256,17.119
64,128,2,512,25.033
64,128,2,1024,40.914
64,128,2,2048,72.945
64,128,2,4096,137.729
64,128,2,8192,265.712
64,128,2,16384,521.278
64,128,4,16,19.71
64,128,4,32,19.871
64,128,4,64,20.0947
64,128,4,128,23.3473
64,128,4,256,29.6623
64,128,4,512,45.5863
64,128,4,1024,71.3133
64,128,4,2048,103.215
64,128,4,4096,165.536
64,128,4,8192,289.486
64,128,4,16384,537.507
64,128,8,16,24.9907
64,128,8,32,25.2357
64,128,8,64,25.5987
64,128,8,128,32.5523
64,128,8,256,42.8027
64,128,8,512,66.1933
64,128,8,1024,98.296
64,128,8,2048,161.143
64,128,8,4096,287.108
64,128,8,8192,542.191
64,128,8,16384,1047.94
64,128,16,16,35.2083
64,128,16,32,35.55
64,128,16,64,36.0393
64,128,16,128,50.6213
64,128,16,256,68.572
64,128,16,512,106.672
64,128,16,1024,169.611
64,128,16,2048,296.058
64,128,16,4096,547.154
64,128,16,8192,1057.28
64,128,16,16384,2076.72
64,128,32,16,55.752
64,128,32,32,56.4133
64,128,32,64,57.5757
64,128,32,128,86.2353
64,128,32,256,119.227
64,128,32,512,183.031
64,128,32,1024,309.415
64,128,32,2048,561.734
64,128,32,4096,1062.77
64,128,32,8192,2095.39
64,128,32,16384,4128.43
64,128,64,16,93.724
64,128,64,32,95.09
64,128,64,64,98.322
64,128,64,128,160.624
64,128,64,256,235.578
64,128,64,512,371.904
64,128,64,1024,638.006
64,128,64,2048,1169.15
64,128,64,4096,2336.92
64,128,64,8192,4732.41
64,128,64,16384,10090.2
64,128,128,16,175.27
64,128,128,32,177.222
64,128,128,64,182.31
64,128,128,128,311.032
64,128,128,256,472.277
64,128,128,512,790.037
64,128,128,1024,1435.1
64,128,128,2048,4530.92
64,128,128,4096,9037.74
64,128,128,8192,18055
64,128,128,16384,36052.4
64,256,0,0,17.7813
64,256,1,16,17.3107
64,256,1,32,17.311
64,256,1,64,17.3533
64,256,1,128,17.396
64,256,1,256,17.6843
64,256,1,512,24.937
64,256,1,1024,40.563
64,256,1,2048,72.5497
64,256,1,4096,136.737
64,256,1,8192,264.851
64,256,1,16384,519.819
64,256,2,16,17.375
64,256,2,32,17.375
64,256,2,64,17.3967
64,256,2,128,17.492
64,256,2,256,17.7263
64,256,2,512,25.204
64,256,2,1024,41.0643
64,256,2,2048,73.1273
64,256,2,4096,137.869
64,256,2,8192,265.485
64,256,2,16384,521.247
64,256,4,16,23.582
64,256,4,32,23.721
64,256,4,64,23.8593
64,256,4,128,27.369
64,256,4,256,31.4857
64,256,4,512,45.4797
64,256,4,1024,76.507
64,256,4,2048,113.623
64,256,4,4096,175.891
64,256,4,8192,301.699
64,256,4,16384,551.383
64,256,8,16,28.9573
64,256,8,32,29.342
64,256,8,64,29.4267
64,256,8,128,36.4567
64,256,8,256,44.519
64,256,8,512,66.087
64,256,8,1024,106.392
64,256,8,2048,168.758
64,256,8,4096,295.683
64,256,8,8192,549.345
64,256,8,16384,1055.08
64,256,16,16,39.4003
64,256,16,32,39.6353
64,256,16,64,40.275
64,256,16,128,54.4607
64,256,16,256,70.2677
64,256,16,512,107.023
64,256,16,1024,176.939
64,256,16,2048,303.684
64,256,16,4096,554.03
64,256,16,8192,1062.76
64,256,16,16384,2082.44
64,256,32,16,60.2427
64,256,32,32,60.892
64,256,32,64,61.896
64,256,32,128,90.085
64,256,32,256,121.433
64,256,32,512,186.435
64,256,32,1024,313.32
64,256,32,2048,565.96
64,256,32,4096,1067.27
64,256,32,8192,2100.32
64,256,32,16384,4131.57
64,256,64,16,100.188
64,256,64,32,101.255
64,256,64,64,102.919
64,256,64,128,160.998
64,256,64,256,238.072
64,256,64,512,376.904
64,256,64,1024,642.383
64,256,64,2048,1173.64
64,256,64,4096,2338.39
64,256,64,8192,4730.39
64,256,64,16384,12159.3
64,256,128,16,179.335
64,256,128,32,181.405
64,256,128,64,186.727
64,256,128,128,313.529
64,256,128,256,471.084
64,256,128,512,795.6
64,256,128,1024,1442.59
64,256,128,2048,4530.1
64,256,128,4096,9044.87
64,256,128,8192,18005.3
64,256,128,16384,36049
64,512,0,0,25.5023
64,512,1,16,25.108
64,512,1,32,25.075
64,512,1,64,25.2893
64,512,1,128,25.3523
64,512,1,256,25.4173
64,512,1,512,25.534
64,512,1,1024,40.6263
64,512,1,2048,72.7107
64,512,1,4096,136.77
64,512,1,8192,264.744
64,512,1,16384,520.159
64,512,2,16,25.129
64,512,2,32,25.1833
64,512,2,64,25.1497
64,512,2,128,25.311
64,512,2,256,25.3847
64,512,2,512,25.6843
64,512,2,1024,40.9787
64,512,2,2048,73.0723
64,512,2,4096,137.901
64,512,2,8192,265.806
64,512,2,16384,521.444
64,512,4,16,31.539
64,512,4,32,31.635
64,512,4,64,31.7313
64,512,4,128,35.2617
64,512,4,256,39.3573
64,512,4,512,47.1117
64,512,4,1024,77.072
64,512,4,2048,136.525
64,512,4,4096,199.155
64,512,4,8192,324.313
64,512,4,16384,574.369
64,512,8,16,36.744
64,512,8,32,36.926
64,512,8,64,37.384
64,512,8,128,44.425
64,512,8,256,52.4127
64,512,8,512,67.8987
64,512,8,1024,112.824
64,512,8,2048,183.764
64,512,8,4096,310.383
64,512,8,8192,565.452
64,512,8,16384,1072.67
64,512,16,16,47.1763
64,512,16,32,47.6347
64,512,16,64,48.403
64,512,16,128,62.365
64,512,16,256,78.044
64,512,16,512,108.878
64,512,16,1024,184.693
64,512,16,2048,318.618
64,512,16,4096,570.447
64,512,16,8192,1074.84
64,512,16,16384,2090.67
64,512,32,16,68.2947
64,512,32,32,68.9673
64,512,32,64,70.2687
64,512,32,128,98.3213
64,512,32,256,129.092
64,512,32,512,191.074
64,512,32,1024,322.046
64,512,32,2048,573.557
64,512,32,4096,1078.26
64,512,32,8192,2105.45
64,512,32,16384,4140.56
64,512,64,16,109.319
64,512,64,32,110.342
64,512,64,64,112.508
64,512,64,128,170.884
64,512,64,256,238.402
64,512,64,512,384.116
64,512,64,1024,649.963
64,512,64,2048,1181.21
64,512,64,4096,2346.44
64,512,64,8192,4729.52
64,512,64,16384,11434.4
64,512,128,16,188.198
64,512,128,32,190.865
64,512,128,64,196.7
64,512,128,128,317.679
64,512,128,256,481.803
64,512,128,512,799.141
64,512,128,1024,1451.48
64,512,128,2048,4536.82
64,512,128,4096,9046.4
64,512,128,8192,18062.9
64,512,128,16384,36057.9
64,1024,0,0,41.4477
64,1024,1,16,40.7753
64,1024,1,32,40.7983
64,1024,1,64,40.786
64,1024,1,128,40.8953
64,1024,1,256,40.9147
64,1024,1,512,41.0207
64,1024,1,1024,41.5657
64,1024,1,2048,72.6793
64,1024,1,4096,137.261
64,1024,1,8192,264.975
64,1024,1,16384,520.178
64,1024,2,16,40.8193
64,1024,2,32,40.786
64,1024,2,64,40.798
64,1024,2,128,40.9997
64,1024,2,256,41.1917
64,1024,2,512,41.3093
64,1024,2,1024,41.853
64,1024,2,2048,73.457
64,1024,2,4096,137.964
64,1024,2,8192,265.66
64,1024,2,16384,521.611
64,1024,4,16,47.1113
64,1024,4,32,47.1333
64,1024,4,64,47.2717
64,1024,4,128,50.6843
64,1024,4,256,54.9507
64,1024,4,512,62.7367
64,1024,4,1024,78.6943
64,1024,4,2048,140.438
64,1024,4,4096,246.065
64,1024,4,8192,371.711
64,1024,4,16384,621.003
64,1024,8,16,52.3493
64,1024,8,32,52.4973
64,1024,8,64,53.0957
64,1024,8,128,59.89
64,1024,8,256,68.0707
64,1024,8,512,83.429
64,1024,8,1024,114.873
64,1024,8,2048,206.602
64,1024,8,4096,341.409
64,1024,8,8192,596.539
64,1024,8,16384,1104.03
64,1024,16,16,62.8013
64,1024,16,32,63.325
64,1024,16,64,64.0073
64,1024,16,128,78.0333
64,1024,16,256,93.755
64,1024,16,512,124.464
64,1024,16,1024,186.464
64,1024,16,2048,340.823
64,1024,16,4096,601.842
64,1024,16,8192,1108.61
64,1024,16,16384,2113.48
64,1024,32,16,84.5513
64,1024,32,32,85.4033
64,1024,32,64,86.7267
64,1024,32,128,114.341
64,1024,32,256,144.938
64,1024,32,512,206.284
64,1024,32,1024,331.911
64,1024,32,2048,589.739
64,1024,32,4096,1092.74
64,1024,32,8192,2123.38
64,1024,32,16384,4159.22
64,1024,64,16,125.361
64,1024,64,32,127.068
64,1024,64,64,130.044
64,1024,64,128,188.901
64,1024,64,256,259.393
64,1024,64,512,384.991
64,1024,64,1024,668.545
64,1024,64,2048,1200.16
64,1024,64,4096,2358.58
64,1024,64,8192,4746.8
64,1024,64,16384,9743.76
64,1024,128,16,208.027
64,1024,128,32,210.172
64,1024,128,64,214.971
64,1024,128,128,335.502
64,1024,128,256,484.951
64,1024,128,512,807.963
64,1024,128,1024,1461.14
64,1024,128,2048,4545.94
64,1024,128,4096,9059.42
64,1024,128,8192,18015.9
64,1024,128,16384,36084.4
64,2048,0,0,73.3413
64,2048,1,16,72.6993
64,2048,1,32,72.7533
64,2048,1,64,72.668
64,2048,1,128,72.656
64,2048,1,256,72.7103
64,2048,1,512,72.8173
64,2048,1,1024,73.0953
64,2048,1,2048,73.6693
64,2048,1,4096,137.345
64,2048,1,8192,265.159
64,2048,1,16384,520.043
64,2048,2,16,72.657
64,2048,2,32,72.7313
64,2048,2,64,72.669
64,2048,2,128,72.8803
64,2048,2,256,72.9557
64,2048,2,512,72.988
64,2048,2,1024,73.4567
64,2048,2,2048,73.735
64,2048,2,4096,137.858
64,2048,2,8192,265.732
64,2048,2,16384,521.26
64,2048,4,16,78.693
64,2048,4,32,78.3097
64,2048,4,64,78.7343
64,2048,4,128,81.7433
64,2048,4,256,85.9247
64,2048,4,512,93.7993
64,2048,4,1024,109.891
64,2048,4,2048,142.465
64,2048,4,4096,266.595
64,2048,4,8192,468.198
64,2048,4,16384,715.311
64,2048,8,16,83.2803
64,2048,8,32,83.5247
64,2048,8,64,84.0163
64,2048,8,128,90.757
64,2048,8,256,98.8083
64,2048,8,512,114.467
64,2048,8,1024,145.57
64,2048,8,2048,208.968
64,2048,8,4096,394.729
64,2048,8,8192,657.577
64,2048,8,16384,1166.05
64,2048,16,16,93.7227
64,2048,16,32,94.374
64,2048,16,64,94.7993
64,2048,16,128,108.995
64,2048,16,256,124.899
64,2048,16,512,155.607
64,2048,16,1024,217.685
64,2048,16,2048,343.299
64,2048,16,4096,652.727
64,2048,16,8192,1168.84
64,2048,16,16384,2175.7
64,2048,32,16,119.238
64,2048,32,32,119.771
64,2048,32,64,120.774
64,2048,32,128,148.526
64,2048,32,256,177.261
64,2048,32,512,238.508
64,2048,32,1024,362.076
64,2048,32,2048,613.973
64,2048,32,4096,1127.44
64,2048,32,8192,2161.9
64,2048,32,16384,4195.4
64,2048,64,16,161.541
64,2048,64,32,162.95
64,2048,64,64,165.264
64,2048,64,128,226.437
64,2048,64,256,292.14
64,2048,64,512,430.92
64,2048,64,1024,670.446
64,2048,64,2048,1289.36
64,2048,64,4096,2410.01
64,2048,64,8192,4771.47
64,2048,64,16384,9780.09
64,2048,128,16,244.027
64,2048,128,32,246.677
64,2048,128,64,251.771
64,2048,128,128,373.166
64,2048,128,256,522.519
64,2048,128,512,812.657
64,2048,128,1024,1460.93
64,2048,128,2048,4565.52
64,2048,128,4096,9070.88
64,2048,128,8192,18088.3
64,2048,128,16384,36047.8
64,4096,0,0,137.099
64,4096,1,16,136.316
64,4096,1,32,136.279
64,4096,1,64,136.42
64,4096,1,128,136.418
64,4096,1,256,136.43
64,4096,1,512,136.449
64,4096,1,1024,136.653
64,4096,1,2048,136.975
64,4096,1,4096,138.306
64,4096,1,8192,264.926
64,4096,1,16384,519.968
64,4096,2,16,136.343
64,4096,2,32,136.339
64,4096,2,64,136.45
64,4096,2,128,136.662
64,4096,2,256,136.567
64,4096,2,512,136.682
64,4096,2,1024,136.909
64,4096,2,2048,137.75
64,4096,2,4096,138.402
64,4096,2,8192,265.978
64,4096,2,16384,520.725
64,4096,4,16,140.685
64,4096,4,32,140.736
64,4096,4,64,141.261
64,4096,4,128,144.054
64,4096,4,256,148.194
64,4096,4,512,156.363
64,4096,4,1024,172.362
64,4096,4,2048,204.788
64,4096,4,4096,269.392
64,4096,4,8192,520.366
64,4096,4,16384,910.697
64,4096,8,16,145.868
64,4096,8,32,145.624
64,4096,8,64,146.05
64,4096,8,128,153.08
64,4096,8,256,161.079
64,4096,8,512,176.149
64,4096,8,1024,207.988
64,4096,8,2048,271.185
64,4096,8,4096,400.686
64,4096,8,8192,770.331
64,4096,8,16384,1300.23
64,4096,16,16,155.853
64,4096,16,32,156.112
64,4096,16,64,156.909
64,4096,16,128,170.915
64,4096,16,256,186.742
64,4096,16,512,217.63
64,4096,16,1024,280.38
64,4096,16,2048,404.577
64,4096,16,4096,664.398
64,4096,16,8192,1283.58
64,4096,16,16384,2346.87
64,4096,32,16,181.121
64,4096,32,32,181.508
64,4096,32,64,182.424
64,4096,32,128,214.711
64,4096,32,256,250.121
64,4096,32,512,301.949
64,4096,32,1024,425.766
64,4096,32,2048,675.547
64,4096,32,4096,1201.96
64,4096,32,8192,2282.36
64,4096,32,16384,4419.94
64,4096,64,16,224.195
64,4096,64,32,225.689
64,4096,64,64,229.004
64,4096,64,128,292.866
64,4096,64,256,365.748
64,4096,64,512,492.691
64,4096,64,1024,759.403
64,4096,64,2048,1383.57
64,4096,64,4096,2706.22
64,4096,64,8192,7047.65
64,4096,64,16384,12946
64,4096,128,16,315.481
64,4096,128,32,317.253
64,4096,128,64,320.485
64,4096,128,128,443.235
64,4096,128,256,598.197
64,4096,128,512,897.202
64,4096,128,1024,1526.81
64,4096,128,2048,4602.24
64,4096,128,4096,9114.76
64,4096,128,8192,18068
64,4096,128,16384,36096.6
64,8192,0,0,264.975
64,8192,1,16,264.249
64,8192,1,32,264.482
64,8192,1,64,264.263
64,8192,1,128,264.241
64,8192,1,256,264.171
64,8192,1,512,264.344
64,8192,1,1024,264.741
64,8192,1,2048,264.945
64,8192,1,4096,265.617
64,8192,1,8192,265.945
64,8192,1,16384,519.991
64,8192,2,16,264.22
64,8192,2,32,264.229
64,8192,2,64,264.005
64,8192,2,128,264.528
64,8192,2,256,264.657
64,8192,2,512,264.57
64,8192,2,1024,264.901
64,8192,2,2048,265.105
64,8192,2,4096,265.498
64,8192,2,8192,266.482
64,8192,2,16384,520.731
64,8192,4,16,265.489
64,8192,4,32,265.949
64,8192,4,64,265.712
64,8192,4,128,268.935
64,8192,4,256,272.786
64,8192,4,512,280.718
64,8192,4,1024,296.645
64,8192,4,2048,329.9
64,8192,4,4096,393.375
64,8192,4,8192,528.164
64,8192,4,16384,1028.83
64,8192,8,16,269.675
64,8192,8,32,269.689
64,8192,8,64,270.758
64,8192,8,128,277.007
64,8192,8,256,284.88
64,8192,8,512,300.676
64,8192,8,1024,331.851
64,8192,8,2048,395.789
64,8192,8,4096,524.645
64,8192,8,8192,786.312
64,8192,8,16384,1526.07
64,8192,16,16,279.888
64,8192,16,32,280.776
64,8192,16,64,280.913
64,8192,16,128,294.995
64,8192,16,256,310.757
64,8192,16,512,342.554
64,8192,16,1024,404.299
64,8192,16,2048,530.522
64,8192,16,4096,788.363
64,8192,16,8192,1309.79
64,8192,16,16384,2549.57
64,8192,32,16,304.842
64,8192,32,32,305.968
64,8192,32,64,306.515
64,8192,32,128,338.907
64,8192,32,256,374.322
64,8192,32,512,443.747
64,8192,32,1024,552.246
64,8192,32,2048,802.265
64,8192,32,4096,1376.76
64,8192,32,8192,2368.7
64,8192,32,16384,4550.11
64,8192,64,16,348.297
64,8192,64,32,350.113
64,8192,64,64,353.301
64,8192,64,128,418.72
64,8192,64,256,494.811
64,8192,64,512,638.643
64,8192,64,1024,888.242
64,8192,64,2048,1617.94
64,8192,64,4096,2985.5
64,8192,64,8192,5486.37
64,8192,64,16384,15221
64,8192,128,16,440.78
64,8192,128,32,443.928
64,8192,128,64,449.784
64,8192,128,128,584.735
64,8192,128,256,738.782
64,8192,128,512,1037.69
64,8192,128,1024,1692.4
64,8192,128,2048,4775.38
64,8192,128,4096,9179.4
64,8192,128,8192,18195.4
64,8192,128,16384,36114.6
64,16384,0,0,520.013
64,16384,1,16,519.192
64,16384,1,32,518.868
64,16384,1,64,519.203
64,16384,1,128,519.584
64,16384,1,256,519.434
64,16384,1,512,519.162
64,16384,1,1024,519.232
64,16384,1,2048,519.684
64,16384,1,4096,520.448
64,16384,1,8192,520.702
64,16384,1,16384,521.265
64,16384,2,16,519.004
64,16384,2,32,518.957
64,16384,2,64,518.644
64,16384,2,128,518.924
64,16384,2,256,519.33
64,16384,2,512,519.344
64,16384,2,1024,520.075
64,16384,2,2048,520.68
64,16384,2,4096,520.729
64,16384,2,8192,521.176
64,16384,2,16384,521.902
64,16384,4,16,519.246
64,16384,4,32,519.627
64,16384,4,64,519.445
64,16384,4,128,520.181
64,16384,4,256,523.384
64,16384,4,512,530.335
64,16384,4,1024,546.326
64,16384,4,2048,578.683
64,16384,4,4096,642.864
64,16384,4,8192,780.228
64,16384,4,16384,1043.02
64,16384,8,16,519.557
64,16384,8,32,519.423
64,16384,8,64,520.56
64,16384,8,128,525.889
64,16384,8,256,533.408
64,16384,8,512,548.984
64,16384,8,1024,580.947
64,16384,8,2048,644.833
64,16384,8,4096,773.124
64,16384,8,8192,1033.94
64,16384,8,16384,1558.28
64,16384,16,16,528.698
64,16384,16,32,529.012
64,16384,16,64,529.936
64,16384,16,128,543.637
64,16384,16,256,559.492
64,16384,16,512,590.485
64,16384,16,1024,653.195
64,16384,16,2048,778.961
64,16384,16,4096,1037.88
64,16384,16,8192,1548.26
64,16384,16,16384,2589.1
64,16384,32,16,553.345
64,16384,32,32,553.501
64,16384,32,64,555.029
64,16384,32,128,587.165
64,16384,32,256,622.885
64,16384,32,512,691.707
64,16384,32,1024,831.372
64,16384,32,2048,1072.12
64,16384,32,4096,1669.09
64,16384,32,8192,2727.01
64,16384,32,16384,4683.09
64,16384,64,16,596.674
64,16384,64,32,598.661
64,16384,64,64,601.411
64,16384,64,128,666.579
64,16384,64,256,742.356
64,16384,64,512,887.824
64,16384,64,1024,1173.8
64,16384,64,2048,1831.5
64,16384,64,4096,3553.24
64,16384,64,8192,6650.53
64,16384,64,16384,12835.8
64,16384,128,16,689.217
