layer,sequences,time_us
lm_head,1,1693.51
lm_head,2,1686.26
lm_head,3,1689.65
lm_head,4,1691.29
lm_head,5,1695.27
lm_head,6,1698.62
lm_head,7,1702.25
lm_head,8,1702.31
lm_head,9,1703.64
lm_head,10,1705.17
lm_head,11,1708.24
lm_head,12,1710.92
lm_head,13,1713.62
lm_head,14,1715.93
lm_head,15,1716.4
lm_head,16,1719.85
lm_head,20,1742.4
lm_head,24,1749.37
lm_head,28,1750.88
lm_head,32,1748.42
lm_head,36,1755.82
lm_head,40,1754.5
lm_head,44,1757.69
lm_head,48,1757.73
lm_head,52,1763.04
lm_head,56,1764.67
lm_head,60,1765.05
lm_head,64,1763.4
lm_head,80,1825.43
lm_head,96,1832.11
lm_head,112,1836.83
lm_head,128,1845.74
lm_head,144,1996.93
lm_head,160,2001.21
lm_head,176,2038.54
lm_head,192,2029.42
lm_head,208,2022.74
lm_head,224,2045.88
lm_head,240,2045.92
lm_head,256,2124.27
sampler,1,11.2007
sampler,2,11.4987
sampler,3,11.6053
sampler,4,11.9453
sampler,5,13.7387
sampler,6,14.6777
sampler,7,15.9903
sampler,8,14.912
sampler,9,15.861
sampler,10,16.9277
sampler,11,17.8987
sampler,12,18.0053
sampler,13,19.072
sampler,14,19.7973
sampler,15,20.9173
sampler,16,21.3127
sampler,20,25.291
sampler,24,28.2357
sampler,28,31.2747
sampler,32,34.272
sampler,36,37.066
sampler,40,40.438
sampler,44,42.753
sampler,48,47.0943
sampler,52,50.336
sampler,56,54.5063
sampler,60,61.0347
sampler,64,63.744
sampler,80,85.2907
sampler,96,102.155
sampler,112,129.109
sampler,128,156.374
sampler,144,182.156
sampler,160,221.333
sampler,176,257.11
sampler,192,287.137
sampler,208,334.753
sampler,224,370.391
sampler,240,407.917
sampler,256,436.247
