layer,prefill_chunk,kv_prefill,n_decode,kv_decode,decode_q_len,time_us
attention,16,512,4,1024,1,158.955
attention,16,512,4,2048,1,279.393
attention,16,512,4,4096,1,536.289
attention,16,512,4,8192,1,989.441
attention,16,512,4,16384,1,1936.56
attention,16,512,8,16,1,93.2377
attention,16,512,8,32,1,94.0053
attention,16,512,8,64,1,95.2
attention,16,512,8,128,1,116.16
attention,16,512,8,256,1,138.667
attention,16,512,8,512,1,183.552
attention,16,512,8,1024,1,273.588
attention,16,512,8,2048,1,451.414
attention,16,512,8,4096,1,807.328
attention,16,512,8,8192,1,1513.45
attention,16,512,8,16384,1,2933.07
attention,16,512,16,16,1,129.195
attention,16,512,16,32,1,129.899
attention,16,512,16,64,1,132.427
attention,16,512,16,128,1,174.624
attention,16,512,16,256,1,209.771
attention,16,512,16,512,1,270.773
attention,16,512,16,1024,1,448.288
attention,16,512,16,2048,1,804.587
attention,16,512,16,4096,1,1511.83
attention,16,512,16,8192,1,2935.94
attention,16,512,16,16384,1,5793.33
attention,16,512,32,16,1,195.062
attention,16,512,32,32,1,196.982
attention,16,512,32,64,1,199.99
attention,16,512,32,128,1,276.405
attention,16,512,32,256,1,357.899
attention,16,512,32,512,1,526.112
attention,16,512,32,1024,1,859.222
attention,16,512,32,2048,1,1512.39
attention,16,512,32,4096,1,2818.6
attention,16,512,32,8192,1,5491.84
attention,16,512,32,16384,1,10901.5
attention,16,512,64,16,1,322.443
attention,16,512,64,32,1,325.047
attention,16,512,64,64,1,337.76
attention,16,512,64,128,1,491.979
attention,16,512,64,256,1,657.163
attention,16,512,64,512,1,987.148
attention,16,512,64,1024,1,1660.44
attention,16,512,64,2048,1,2984.6
attention,16,512,64,4096,1,6117.87
attention,16,512,64,8192,1,12908.2
attention,16,512,64,16384,1,25538.8
attention,16,512,128,16,1,578.646
attention,16,512,128,32,1,585.259
attention,16,512,128,64,1,599.232
attention,16,512,128,128,1,930.454
attention,16,512,128,256,1,1286.69
attention,16,512,128,512,1,2003.46
attention,16,512,128,1024,1,3399.47
attention,16,512,128,2048,1,6498.52
attention,16,512,128,4096,1,23552
attention,16,512,128,8192,1,46875.6
attention,16,512,128,16384,1,93609
attention,16,1024,0,0,1,83.883
attention,16,1024,1,16,1,82.902
attention,16,1024,1,32,1,83.1257
attention,16,1024,1,64,1,83.179
attention,16,1024,1,128,1,82.8163
attention,16,1024,1,256,1,82.9127
attention,16,1024,1,512,1,83.157
attention,16,1024,1,1024,1,84.128
attention,16,1024,1,2048,1,143.147
attention,16,1024,1,4096,1,262.762
attention,16,1024,1,8192,1,500.523
attention,16,1024,1,16384,1,975.488
attention,16,1024,2,16,1,97.5573
attention,16,1024,2,32,1,97.8783
attention,16,1024,2,64,1,99.8393
attention,16,1024,2,128,1,108.555
attention,16,1024,2,256,1,113.557
attention,16,1024,2,512,1,128.865
attention,16,1024,2,1024,1,159.872
attention,16,1024,2,2048,1,221.388
attention,16,1024,2,4096,1,339.616
attention,16,1024,2,8192,1,576.896
attention,16,1024,2,16384,1,1049.16
attention,16,1024,4,16,1,99.4677
attention,16,1024,4,32,1,99.4027
attention,16,1024,4,64,1,100.15
attention,16,1024,4,128,1,107.115
attention,16,1024,4,256,1,115.029
attention,16,1024,4,512,1,130.368
attention,16,1024,4,1024,1,160.726
attention,16,1024,4,2048,1,279.798
attention,16,1024,4,4096,1,517.708
attention,16,1024,4,8192,1,990.059
attention,16,1024,4,16384,1,1938.82
attention,16,1024,8,16,1,123.402
attention,16,1024,8,32,1,123.797
attention,16,1024,8,64,1,125.888
attention,16,1024,8,128,1,147.947
attention,16,1024,8,256,1,170.4
attention,16,1024,8,512,1,213.878
attention,16,1024,8,1024,1,304.352
attention,16,1024,8,2048,1,481.718
attention,16,1024,8,4096,1,835.03
attention,16,1024,8,8192,1,1542.97
attention,16,1024,8,16384,1,2964.21
attention,16,1024,16,16,1,162.912
attention,16,1024,16,32,1,166.186
attention,16,1024,16,64,1,164.139
attention,16,1024,16,128,1,207.488
attention,16,1024,16,256,1,250.613
attention,16,1024,16,512,1,329.387
attention,16,1024,16,1024,1,451.115
