time_s	throughput
0	0.0
1	289.0
2	825.0
3	1381.0
4	1674.0
5	1915.0
6	1817.0
7	2029.0
8	2110.0
9	2334.0
10	2538.0
11	2515.0
12	2379.0
13	2425.0
14	2495.0
15	2243.0
16	2322.0
17	2568.0
18	2367.0
19	2500.0
20	2443.0
21	2735.0
22	2579.0
23	2709.0
24	2613.0
25	2531.0
26	2713.0
27	2554.0
28	2563.0
29	2625.0
30	2619.0
31	2470.0
32	2303.0
33	2196.0
34	1892.0
35	1626.0
36	1327.0
37	1091.0
38	953.0
39	787.0
40	535.0
41	310.0
42	213.0
43	148.0
