time_s	throughput
0	0
1	288
2	802
3	1356.8
4	1581.3
5	1768.5
6	1920.5
7	2127.7
8	2177.3
9	2362.6
10	2447.8
11	2405.3
12	2211.2
13	2383.8
14	2261.9
15	2454.8
16	2329.8
17	2608.7
18	2499.1
19	2779.1
20	2492.2
21	2671.3
22	2474.5
23	2755.2
24	2512.4
25	2753.3
26	2596.9
27	2588.4
28	2532.7
29	2537.6
30	2518.4
31	2686.6
32	2441.5
33	2284.3
34	1994.2
35	1568.5
36	1318.1
37	1071.8
38	918.2
39	675.3
40	402.9
41	266.9
42	177.8
43	108.9
44	56
45	0
