layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,1024,n<=64,sr<=5%,kvB<=16k,kp<=1k,0.0383,6
attention,1024,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0108,6
attention,1024,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0089,6
attention,1024,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0155,6
attention,1024,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0199,6
attention,1024,n<=64,sr<=5%,kvB<=16k,kp=0,0.0183,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.0198,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.019,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp<=4k,0.0177,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp<=512,0.0179,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp<=8k,0.0218,6
attention,1024,n<=64,sr<=5%,kvB<=1k,kp=0,0.0198,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.0304,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0169,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp<=4k,0.012,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp<=512,0.035,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp<=8k,0.0153,6
attention,1024,n<=64,sr<=5%,kvB<=4k,kp=0,0.0392,6
attention,1024,n<=64,sr<=70%,kvB<=16k,kp<=1k,1.0417,2
attention,1024,n<=64,sr<=70%,kvB<=16k,kp<=2k,0.448,2
attention,1024,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.0071,2
attention,1024,n<=64,sr<=70%,kvB<=16k,kp<=512,1.4805,2
attention,1024,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.2824,2
attention,1024,n<=64,sr<=70%,kvB<=16k,kp=0,1.5587,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.052,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp<=2k,0.0491,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0599,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp<=512,0.0459,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.0644,2
attention,1024,n<=64,sr<=70%,kvB<=1k,kp=0,0.0353,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp<=1k,-0.0056,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp<=2k,-0.0247,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp<=4k,-0.0115,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp<=512,0.0007,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0176,2
attention,1024,n<=64,sr<=70%,kvB<=4k,kp=0,0.0041,2
attention,1024,n<=64,sr>70%,kvB<=16k,kp<=1k,2.7481,4
attention,1024,n<=64,sr>70%,kvB<=16k,kp<=2k,0.8051,4
attention,1024,n<=64,sr>70%,kvB<=16k,kp<=4k,0.1578,4
attention,1024,n<=64,sr>70%,kvB<=16k,kp<=512,4.6509,4
attention,1024,n<=64,sr>70%,kvB<=16k,kp<=8k,0.151,4
attention,1024,n<=64,sr>70%,kvB<=16k,kp=0,4.8815,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp<=1k,0.2699,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp<=2k,0.277,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp<=4k,0.3005,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp<=512,0.2737,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp<=8k,0.3253,4
attention,1024,n<=64,sr>70%,kvB<=1k,kp=0,0.2646,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp<=1k,0.1121,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp<=2k,-0.1185,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp<=4k,-0.096,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp<=512,0.1127,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp<=8k,0.0681,4
attention,1024,n<=64,sr>70%,kvB<=4k,kp=0,0.0391,4
attention,1024,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.2739,2
attention,1024,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.2646,2
attention,1024,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.2282,2
attention,1024,n<=8,sr<=15%,kvB<=16k,kp<=512,0.2744,2
attention,1024,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.1292,2
attention,1024,n<=8,sr<=15%,kvB<=16k,kp=0,0.2751,6
attention,1024,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.101,2
attention,1024,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0808,2
attention,1024,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0964,2
attention,1024,n<=8,sr<=15%,kvB<=1k,kp<=512,0.0971,2
attention,1024,n<=8,sr<=15%,kvB<=1k,kp<=8k,0.0604,2
attention,1024,n<=8,sr<=15%,kvB<=1k,kp=0,0.0974,7
attention,1024,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1816,2
attention,1024,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.0848,2
attention,1024,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.005,2
attention,1024,n<=8,sr<=15%,kvB<=4k,kp<=512,0.234,2
attention,1024,n<=8,sr<=15%,kvB<=4k,kp<=8k,-0.0094,2
attention,1024,n<=8,sr<=15%,kvB<=4k,kp=0,0.2557,6
attention,1024,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.252,4
attention,1024,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.2497,4
attention,1024,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.2262,4
attention,1024,n<=8,sr<=40%,kvB<=16k,kp<=512,0.2559,4
attention,1024,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.1073,4
attention,1024,n<=8,sr<=40%,kvB<=16k,kp=0,0.2764,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.077,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.1013,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0628,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp<=512,0.0777,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.112,4
attention,1024,n<=8,sr<=40%,kvB<=1k,kp=0,0.0732,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2068,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0964,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.015,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp<=512,0.2299,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.0112,4
attention,1024,n<=8,sr<=40%,kvB<=4k,kp=0,0.2468,4
attention,1024,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.2277,2
attention,1024,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.2302,2
attention,1024,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.2315,2
attention,1024,n<=8,sr<=70%,kvB<=16k,kp<=512,0.2359,2
attention,1024,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.1662,2
attention,1024,n<=8,sr<=70%,kvB<=16k,kp=0,0.2629,6
attention,1024,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.0355,2
attention,1024,n<=8,sr<=70%,kvB<=1k,kp<=2k,0.0585,2
attention,1024,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.0194,2
attention,1024,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0309,2
attention,1024,n<=8,sr<=70%,kvB<=1k,kp<=8k,0.0001,2
attention,1024,n<=8,sr<=70%,kvB<=1k,kp=0,0.0763,7
attention,1024,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.2027,2
attention,1024,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0969,2
attention,1024,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.0233,2
attention,1024,n<=8,sr<=70%,kvB<=4k,kp<=512,0.2128,2
attention,1024,n<=8,sr<=70%,kvB<=4k,kp<=8k,-0.047,2
attention,1024,n<=8,sr<=70%,kvB<=4k,kp=0,0.2246,6
attention,1024,n<=8,sr>70%,kvB<=16k,kp<=1k,0.2602,4
attention,1024,n<=8,sr>70%,kvB<=16k,kp<=2k,0.2147,4
attention,1024,n<=8,sr>70%,kvB<=16k,kp<=4k,0.2728,4
attention,1024,n<=8,sr>70%,kvB<=16k,kp<=512,0.3753,4
attention,1024,n<=8,sr>70%,kvB<=16k,kp<=8k,0.07,4
attention,1024,n<=8,sr>70%,kvB<=16k,kp=0,0.5336,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp<=1k,0.2492,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp<=2k,0.2947,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp<=4k,0.1524,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp<=512,0.237,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp<=8k,0.2167,4
attention,1024,n<=8,sr>70%,kvB<=1k,kp=0,0.2578,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp<=1k,0.1963,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp<=2k,0.1807,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp<=4k,-0.1965,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp<=512,0.2361,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp<=8k,-0.1996,4
attention,1024,n<=8,sr>70%,kvB<=4k,kp=0,0.2164,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0101,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.003,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0063,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0229,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp<=8k,-0.0042,4
attention,2048,n<=128,sr<=15%,kvB<=16k,kp=0,0.0372,8
attention,2048,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.074,4
attention,2048,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0746,4
attention,2048,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0775,4
attention,2048,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0738,4
attention,2048,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.079,4
attention,2048,n<=128,sr<=15%,kvB<=1k,kp=0,0.0865,9
attention,2048,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0021,4
attention,2048,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0014,4
attention,2048,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0014,4
attention,2048,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0031,4
attention,2048,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0036,4
attention,2048,n<=128,sr<=15%,kvB<=4k,kp=0,0.0019,8
attention,2048,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0105,2
attention,2048,n<=128,sr<=40%,kvB<=16k,kp<=2k,-0.0013,2
attention,2048,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0017,2
attention,2048,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0245,2
attention,2048,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.01,2
attention,2048,n<=128,sr<=40%,kvB<=16k,kp=0,0.0516,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.1197,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1141,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.1153,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1197,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1247,2
attention,2048,n<=128,sr<=40%,kvB<=1k,kp=0,0.1196,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0076,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0104,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.009,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0076,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0053,2
attention,2048,n<=128,sr<=40%,kvB<=4k,kp=0,-0.007,2
attention,2048,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0052,8
attention,2048,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.003,8
attention,2048,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0044,8
attention,2048,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0079,8
attention,2048,n<=128,sr<=5%,kvB<=16k,kp<=8k,-0.0015,8
attention,2048,n<=128,sr<=5%,kvB<=16k,kp=0,0.0192,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0119,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0118,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0135,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0129,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0119,8
attention,2048,n<=128,sr<=5%,kvB<=1k,kp=0,0.012,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0048,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0048,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0052,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0052,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0063,8
attention,2048,n<=128,sr<=5%,kvB<=4k,kp=0,0.0066,8
attention,2048,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.0189,2
attention,2048,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0043,2
attention,2048,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.0024,2
attention,2048,n<=128,sr<=70%,kvB<=16k,kp<=512,0.0407,2
attention,2048,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0002,2
attention,2048,n<=128,sr<=70%,kvB<=16k,kp=0,0.0302,6
attention,2048,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.0964,2
attention,2048,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0936,2
attention,2048,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0813,2
attention,2048,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0994,2
attention,2048,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0719,2
attention,2048,n<=128,sr<=70%,kvB<=1k,kp=0,0.1149,7
attention,2048,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.2263,2
attention,2048,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.2645,2
attention,2048,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.263,2
attention,2048,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.1742,2
attention,2048,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.1959,2
attention,2048,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1342,6
attention,2048,n<=128,sr>70%,kvB<=16k,kp<=1k,0.0797,4
attention,2048,n<=128,sr>70%,kvB<=16k,kp<=2k,0.002,4
attention,2048,n<=128,sr>70%,kvB<=16k,kp<=4k,0.0026,4
attention,2048,n<=128,sr>70%,kvB<=16k,kp<=512,0.1282,4
attention,2048,n<=128,sr>70%,kvB<=16k,kp<=8k,0.0098,4
attention,2048,n<=128,sr>70%,kvB<=16k,kp=0,0.1661,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp<=1k,0.3662,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp<=2k,0.3568,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3423,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp<=512,0.3551,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3152,4
attention,2048,n<=128,sr>70%,kvB<=1k,kp=0,0.3445,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.6121,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0339,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp<=4k,0.1611,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp<=512,-0.8765,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.034,4
attention,2048,n<=128,sr>70%,kvB<=4k,kp=0,-0.8286,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1384,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.1313,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1063,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1406,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0531,4
attention,2048,n<=16,sr<=15%,kvB<=16k,kp=0,0.1443,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0777,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.088,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0596,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp<=512,0.0763,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0842,4
attention,2048,n<=16,sr<=15%,kvB<=1k,kp=0,0.0731,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.0453,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0184,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0172,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0754,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0157,4
attention,2048,n<=16,sr<=15%,kvB<=4k,kp=0,0.0971,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1333,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1276,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.1183,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1327,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0603,4
attention,2048,n<=16,sr<=40%,kvB<=16k,kp=0,0.1337,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0815,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.0755,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0879,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp<=512,0.0796,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.082,4
attention,2048,n<=16,sr<=40%,kvB<=1k,kp=0,0.08,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.0458,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0066,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0067,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp<=512,0.0758,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0118,4
attention,2048,n<=16,sr<=40%,kvB<=4k,kp=0,0.1077,4
attention,2048,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.1166,2
attention,2048,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.1165,2
attention,2048,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1139,2
attention,2048,n<=16,sr<=70%,kvB<=16k,kp<=512,0.1173,2
attention,2048,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.0802,2
attention,2048,n<=16,sr<=70%,kvB<=16k,kp=0,0.1169,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0764,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0692,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0577,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0569,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0612,2
attention,2048,n<=16,sr<=70%,kvB<=1k,kp=0,0.0699,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0613,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.0177,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.0044,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp<=512,0.0915,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.0087,2
attention,2048,n<=16,sr<=70%,kvB<=4k,kp=0,0.0952,2
attention,2048,n<=16,sr>70%,kvB<=16k,kp<=1k,0.0988,4
attention,2048,n<=16,sr>70%,kvB<=16k,kp<=2k,0.1031,4
attention,2048,n<=16,sr>70%,kvB<=16k,kp<=4k,0.0968,4
attention,2048,n<=16,sr>70%,kvB<=16k,kp<=512,0.0987,4
attention,2048,n<=16,sr>70%,kvB<=16k,kp<=8k,0.0916,4
attention,2048,n<=16,sr>70%,kvB<=16k,kp=0,0.1124,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp<=1k,0.2377,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp<=2k,0.2785,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp<=4k,0.2669,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp<=512,0.2301,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp<=8k,0.2832,4
attention,2048,n<=16,sr>70%,kvB<=1k,kp=0,0.2756,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp<=1k,0.0997,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp<=2k,0.0224,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp<=4k,-0.0118,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp<=512,0.1058,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp<=8k,0.0064,4
attention,2048,n<=16,sr>70%,kvB<=4k,kp=0,0.1113,4
attention,2048,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.6133,2
attention,2048,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.5885,2
attention,2048,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.5618,2
attention,2048,n<=2,sr<=70%,kvB<=16k,kp<=512,0.5979,2
attention,2048,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.4692,2
attention,2048,n<=2,sr<=70%,kvB<=16k,kp=0,0.6054,6
attention,2048,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.357,2
attention,2048,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.073,2
attention,2048,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.1085,2
attention,2048,n<=2,sr<=70%,kvB<=1k,kp<=512,0.1208,2
attention,2048,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.0272,2
attention,2048,n<=2,sr<=70%,kvB<=1k,kp=0,0.1042,7
attention,2048,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.3321,2
attention,2048,n<=2,sr<=70%,kvB<=4k,kp<=2k,-0.0293,2
attention,2048,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.0594,2
attention,2048,n<=2,sr<=70%,kvB<=4k,kp<=512,0.5204,2
attention,2048,n<=2,sr<=70%,kvB<=4k,kp<=8k,0.1083,2
attention,2048,n<=2,sr<=70%,kvB<=4k,kp=0,0.5368,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.0334,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.0286,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.0232,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0383,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0182,6
attention,2048,n<=32,sr<=15%,kvB<=16k,kp=0,0.044,10
attention,2048,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0709,6
attention,2048,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0721,6
attention,2048,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0716,6
attention,2048,n<=32,sr<=15%,kvB<=1k,kp<=512,0.072,6
attention,2048,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0745,6
attention,2048,n<=32,sr<=15%,kvB<=1k,kp=0,0.0777,11
attention,2048,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0251,6
attention,2048,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0119,6
attention,2048,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0124,6
attention,2048,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0386,6
attention,2048,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0118,6
attention,2048,n<=32,sr<=15%,kvB<=4k,kp=0,0.0519,10
attention,2048,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0289,2
attention,2048,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0178,2
attention,2048,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0223,2
attention,2048,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0326,2
attention,2048,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0202,2
attention,2048,n<=32,sr<=40%,kvB<=16k,kp=0,0.0387,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1144,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1208,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1239,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1156,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1063,2
attention,2048,n<=32,sr<=40%,kvB<=1k,kp=0,0.1169,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0195,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0023,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.0047,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0309,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0007,2
attention,2048,n<=32,sr<=40%,kvB<=4k,kp=0,0.0435,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0338,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0293,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0231,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0421,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0166,2
attention,2048,n<=32,sr<=5%,kvB<=16k,kp=0,0.0521,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0163,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.018,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0221,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0219,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.006,2
attention,2048,n<=32,sr<=5%,kvB<=1k,kp=0,0.0118,2
attention,2048,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0353,2
