layer,prefill_chunk,prefill_key,n_decode,kv_decode,decode_q_len,time_us
attention,0,0.0,1,16,1,7.05033
attention,0,0.0,1,24,1,7.083
attention,0,0.0,1,36,1,7.06167
attention,0,0.0,1,54,1,7.24233
attention,0,0.0,1,81,1,8.437
attention,0,0.0,1,122,1,8.554
attention,0,0.0,1,182,1,11.904
attention,0,0.0,1,273,1,12.192
attention,0,0.0,1,410,1,12.4163
attention,0,0.0,1,615,1,12.7573
attention,0,0.0,1,923,1,13.3867
attention,0,0.0,1,1384,1,14.0163
attention,0,0.0,1,2076,1,15.232
attention,0,0.0,1,3114,1,20.565
attention,0,0.0,1,4671,1,23.5307
attention,0,0.0,1,7006,1,27.1683
attention,0,0.0,1,10509,1,35.904
attention,0,0.0,1,15764,1,60.2667
attention,0,0.0,1,16384,1,63.1153
attention,0,0.0,2,16,1,11.8617
attention,0,0.0,2,24,1,11.7653
attention,0,0.0,2,36,1,11.809
attention,0,0.0,2,54,1,11.958
attention,0,0.0,2,81,1,13.3227
attention,0,0.0,2,122,1,13.28
attention,0,0.0,2,182,1,15.7867
attention,0,0.0,2,273,1,16.139
attention,0,0.0,2,410,1,16.7253
attention,0,0.0,2,615,1,17.632
attention,0,0.0,2,923,1,19.9677
attention,0,0.0,2,1384,1,23.0717
attention,0,0.0,2,2076,1,28.2993
attention,0,0.0,2,3114,1,35.925
attention,0,0.0,2,4671,1,42.6027
attention,0,0.0,2,7006,1,55.1573
attention,0,0.0,2,10509,1,74.4747
attention,0,0.0,2,15764,1,102.411
attention,0,0.0,2,16384,1,106.145
attention,0,0.0,4,16,1,12.1383
attention,0,0.0,4,24,1,12.0423
attention,0,0.0,4,36,1,12.1493
attention,0,0.0,4,54,1,12.331
attention,0,0.0,4,81,1,13.7803
attention,0,0.0,4,122,1,13.76
attention,0,0.0,4,182,1,16.2553
attention,0,0.0,4,273,1,16.9597
attention,0,0.0,4,410,1,18.6237
attention,0,0.0,4,615,1,20.9393
attention,0,0.0,4,923,1,25.6213
attention,0,0.0,4,1384,1,30.795
attention,0,0.0,4,2076,1,38.0377
attention,0,0.0,4,3114,1,50.0697
attention,0,0.0,4,4671,1,66.5927
attention,0,0.0,4,7006,1,91.4447
attention,0,0.0,4,10509,1,130.464
attention,0,0.0,4,15764,1,186.603
attention,0,0.0,4,16384,1,193.227
attention,0,0.0,8,16,1,12.2347
attention,0,0.0,8,24,1,12.341
attention,0,0.0,8,36,1,12.6613
attention,0,0.0,8,54,1,13.003
attention,0,0.0,8,81,1,14.3683
attention,0,0.0,8,122,1,14.699
attention,0,0.0,8,182,1,18.0907
attention,0,0.0,8,273,1,22.3997
attention,0,0.0,8,410,1,24.3733
attention,0,0.0,8,615,1,28.6937
attention,0,0.0,8,923,1,35.083
attention,0,0.0,8,1384,1,46.2733
attention,0,0.0,8,2076,1,61.174
attention,0,0.0,8,3114,1,82.752
attention,0,0.0,8,4671,1,117.099
attention,0,0.0,8,7006,1,167.221
attention,0,0.0,8,10509,1,244.982
attention,0,0.0,8,15764,1,358.124
attention,0,0.0,8,16384,1,371.916
attention,0,0.0,16,16,1,12.5227
attention,0,0.0,16,24,1,12.906
attention,0,0.0,16,36,1,13.2587
attention,0,0.0,16,54,1,14.0157
attention,0,0.0,16,81,1,15.4873
attention,0,0.0,16,122,1,16.384
attention,0,0.0,16,182,1,23.8827
attention,0,0.0,16,273,1,27.9363
attention,0,0.0,16,410,1,33.5147
attention,0,0.0,16,615,1,42.7307
attention,0,0.0,16,923,1,56.6507
attention,0,0.0,16,1384,1,76.5443
attention,0,0.0,16,2076,1,106.507
attention,0,0.0,16,3114,1,154.849
attention,0,0.0,16,4671,1,224.438
attention,0,0.0,16,7006,1,325.026
attention,0,0.0,16,10509,1,477.751
attention,0,0.0,16,15764,1,700.429
attention,0,0.0,16,16384,1,728.471
attention,0,0.0,32,16,1,13.8777
attention,0,0.0,32,24,1,14.282
attention,0,0.0,32,36,1,15.466
attention,0,0.0,32,54,1,16.9703
attention,0,0.0,32,81,1,19.4987
attention,0,0.0,32,122,1,23.168
attention,0,0.0,32,182,1,28.939
attention,0,0.0,32,273,1,37.0783
attention,0,0.0,32,410,1,53.782
attention,0,0.0,32,615,1,70.688
attention,0,0.0,32,923,1,99.179
attention,0,0.0,32,1384,1,142.464
attention,0,0.0,32,2076,1,206.038
attention,0,0.0,32,3114,1,296.62
attention,0,0.0,32,4671,1,431.98
attention,0,0.0,32,7006,1,630.135
attention,0,0.0,32,10509,1,929.113
attention,0,0.0,32,15764,1,1380.3
attention,0,0.0,32,16384,1,1435.01
attention,0,0.0,64,16,1,19.4027
attention,0,0.0,64,24,1,19.7223
attention,0,0.0,64,36,1,21.4403
attention,0,0.0,64,54,1,24.1183
attention,0,0.0,64,81,1,29.952
attention,0,0.0,64,122,1,36.9707
attention,0,0.0,64,182,1,48.929
attention,0,0.0,64,273,1,65.963
attention,0,0.0,64,410,1,89.4083
attention,0,0.0,64,615,1,128.298
attention,0,0.0,64,923,1,182.39
attention,0,0.0,64,1384,1,260.748
attention,0,0.0,64,2076,1,382.764
attention,0,0.0,64,3114,1,563.522
attention,0,0.0,64,4671,1,825.901
attention,0,0.0,64,7006,1,1230.45
attention,0,0.0,64,10509,1,1825.04
attention,0,0.0,64,15764,1,2737.81
attention,0,0.0,64,16384,1,2832.56
attention,0,0.0,128,16,1,25.567
attention,0,0.0,128,24,1,27.0073
attention,0,0.0,128,36,1,31.2317
attention,0,0.0,128,54,1,38.176
attention,0,0.0,128,81,1,49.5377
attention,0,0.0,128,122,1,63.5517
attention,0,0.0,128,182,1,84.9173
attention,0,0.0,128,273,1,122.411
attention,0,0.0,128,410,1,173.046
attention,0,0.0,128,615,1,244.129
attention,0,0.0,128,923,1,350.465
attention,0,0.0,128,1384,1,509.537
attention,0,0.0,128,2076,1,746.199
attention,0,0.0,128,3114,1,1100.7
attention,0,0.0,128,4671,1,1637.27
attention,0,0.0,128,7006,1,2430.97
attention,0,0.0,128,10509,1,3627.19
attention,0,0.0,128,15764,1,5418.72
attention,0,0.0,128,16384,1,5635.36
attention,0,0.0,256,16,1,39.6587
attention,0,0.0,256,24,1,40.363
attention,0,0.0,256,36,1,47.4667
attention,0,0.0,256,54,1,58.6133
attention,0,0.0,256,81,1,78.2617
attention,0,0.0,256,122,1,112.62
attention,0,0.0,256,182,1,161.249
attention,0,0.0,256,273,1,229.504
attention,0,0.0,256,410,1,325.825
attention,0,0.0,256,615,1,467.041
attention,0,0.0,256,923,1,678.638
attention,0,0.0,256,1384,1,993.285
attention,0,0.0,256,2076,1,1468.24
attention,0,0.0,256,3114,1,2180.09
attention,0,0.0,256,4671,1,3237.5
attention,0,0.0,256,7006,1,4837.85
attention,0,0.0,256,10509,1,7232.48
attention,0,0.0,256,15764,1,10817.3
attention,0,0.0,256,16384,1,11221
attention,16,16.0,0,0,1,8.48
attention,16,16.0,1,16,1,8.38367
attention,16,16.0,1,24,1,8.448
attention,16,16.0,1,36,1,8.43733
attention,16,16.0,1,54,1,8.52267
attention,16,16.0,1,81,1,8.49067
attention,16,16.0,1,122,1,8.51167
attention,16,16.0,1,182,1,10.3893
attention,16,16.0,1,273,1,12.9917
attention,16,16.0,1,410,1,15.392
attention,16,16.0,1,615,1,18.2723
attention,16,16.0,1,923,1,25.8667
attention,16,16.0,1,1384,1,33.8987
attention,16,16.0,1,2076,1,49.6427
attention,16,16.0,1,3114,1,70.358
attention,16,16.0,1,4671,1,102.049
attention,16,16.0,1,7006,1,149.995
attention,16,16.0,1,10509,1,224.972
attention,16,16.0,1,15764,1,339.382
attention,16,16.0,1,16384,1,352.566
attention,16,16.0,2,16,1,12.16
attention,16,16.0,2,24,1,12.2453
attention,16,16.0,2,36,1,12.2457
attention,16,16.0,2,54,1,12.3847
attention,16,16.0,2,81,1,12.4693
attention,16,16.0,2,122,1,12.7577
attention,16,16.0,2,182,1,15.6267
attention,16,16.0,2,273,1,17.8237
attention,16,16.0,2,410,1,20.5653
attention,16,16.0,2,615,1,23.883
attention,16,16.0,2,923,1,31.232
attention,16,16.0,2,1384,1,39.9573
attention,16,16.0,2,2076,1,55.371
attention,16,16.0,2,3114,1,76.246
attention,16,16.0,2,4671,1,108.096
attention,16,16.0,2,7006,1,156.95
attention,16,16.0,2,10509,1,233.419
attention,16,16.0,2,15764,1,347.713
attention,16,16.0,2,16384,1,361.249
attention,16,16.0,4,16,1,12.512
attention,16,16.0,4,24,1,12.715
attention,16,16.0,4,36,1,12.7253
attention,16,16.0,4,54,1,13.035
attention,16,16.0,4,81,1,13.259
attention,16,16.0,4,122,1,13.6
attention,16,16.0,4,182,1,17.5043
attention,16,16.0,4,273,1,22.752
attention,16,16.0,4,410,1,27.979
attention,16,16.0,4,615,1,34.496
attention,16,16.0,4,923,1,50.3897
attention,16,16.0,4,1384,1,67.9473
attention,16,16.0,4,2076,1,98.7423
attention,16,16.0,4,3114,1,141.782
attention,16,16.0,4,4671,1,204.993
attention,16,16.0,4,7006,1,303.478
attention,16,16.0,4,10509,1,453.345
attention,16,16.0,4,15764,1,690.188
attention,16,16.0,4,16384,1,718.264
attention,16,16.0,8,16,1,20.277
attention,16,16.0,8,24,1,20.4697
attention,16,16.0,8,36,1,20.512
attention,16,16.0,8,54,1,20.779
attention,16,16.0,8,81,1,21.0667
attention,16,16.0,8,122,1,21.6323
attention,16,16.0,8,182,1,28.427
attention,16,16.0,8,273,1,36.1067
attention,16,16.0,8,410,1,44.5867
attention,16,16.0,8,615,1,54.091
attention,16,16.0,8,923,1,77.003
attention,16,16.0,8,1384,1,102.091
attention,16,16.0,8,2076,1,148.096
attention,16,16.0,8,3114,1,211.713
attention,16,16.0,8,4671,1,306.774
attention,16,16.0,8,7006,1,454.369
attention,16,16.0,8,10509,1,684.611
attention,16,16.0,8,15764,1,1026.48
attention,16,16.0,8,16384,1,1067.04
attention,16,16.0,16,16,1,29.0983
attention,16,16.0,16,24,1,29.3123
attention,16,16.0,16,36,1,29.5473
attention,16,16.0,16,54,1,29.995
attention,16,16.0,16,81,1,30.7733
attention,16,16.0,16,122,1,32.2883
attention,16,16.0,16,182,1,46.3577
attention,16,16.0,16,273,1,62.571
attention,16,16.0,16,410,1,79.2537
attention,16,16.0,16,615,1,97.3443
attention,16,16.0,16,923,1,143.179
attention,16,16.0,16,1384,1,192.683
attention,16,16.0,16,2076,1,285.43
attention,16,16.0,16,3114,1,412.631
attention,16,16.0,16,4671,1,602.53
attention,16,16.0,16,7006,1,891.075
attention,16,16.0,16,10509,1,1355.38
attention,16,16.0,16,15764,1,2024.06
attention,16,16.0,16,16384,1,2103.23
attention,16,16.0,32,16,1,52.5227
attention,16,16.0,32,24,1,52.8
attention,16,16.0,32,36,1,53.4293
attention,16,16.0,32,54,1,54.336
attention,16,16.0,32,81,1,55.467
attention,16,16.0,32,122,1,57.8353
attention,16,16.0,32,182,1,86.2617
attention,16,16.0,32,273,1,115.766
attention,16,16.0,32,410,1,145.6
attention,16,16.0,32,615,1,178.219
attention,16,16.0,32,923,1,262.742
attention,16,16.0,32,1384,1,353.73
attention,16,16.0,32,2076,1,524.343
attention,16,16.0,32,3114,1,757.837
attention,16,16.0,32,4671,1,1173.27
attention,16,16.0,32,7006,1,1710.61
attention,16,16.0,32,10509,1,2548.94
attention,16,16.0,32,15764,1,3804.46
attention,16,16.0,32,16384,1,3953.75
attention,16,16.0,64,16,1,96.3207
attention,16,16.0,64,24,1,96.683
attention,16,16.0,64,36,1,97.739
attention,16,16.0,64,54,1,99.328
attention,16,16.0,64,81,1,101.238
attention,16,16.0,64,122,1,106.272
attention,16,16.0,64,182,1,162.134
attention,16,16.0,64,273,1,220.161
attention,16,16.0,64,410,1,279.254
attention,16,16.0,64,615,1,346.476
attention,16,16.0,64,923,1,516.098
attention,16,16.0,64,1384,1,699.107
attention,16,16.0,64,2076,1,1060.81
attention,16,16.0,64,3114,1,1635.77
attention,16,16.0,64,4671,1,2703.73
attention,16,16.0,64,7006,1,4150.9
attention,16,16.0,64,10509,1,6252.53
attention,16,16.0,64,15764,1,9502.6
attention,16,16.0,64,16384,1,9827
attention,16,16.0,128,16,1,183.254
attention,16,16.0,128,24,1,186.283
attention,16,16.0,128,36,1,193.632
attention,16,16.0,128,54,1,188.107
attention,16,16.0,128,81,1,196.993
