layer,prefill_chunk,kv_prefill,n_decode,kv_decode,decode_q_len,time_us
attention,0,0,16,65536,2,265.57
attention,0,0,16,65536,3,431.18
attention,0,0,16,65536,5,296.268
attention,0,0,16,65536,9,550.734
attention,0,0,16,131072,1,187.734
attention,0,0,16,131072,2,252.417
attention,0,0,16,131072,3,427.564
attention,0,0,16,131072,5,295.638
attention,0,0,16,131072,9,552.76
attention,0,0,16,163830,1,188.012
attention,0,0,16,163830,2,251.19
attention,0,0,16,163830,3,427.276
attention,0,0,16,163830,5,296.834
attention,0,0,16,163830,9,550.605
attention,0,0,32,16,1,1946.46
attention,0,0,32,16,2,3516.53
attention,0,0,32,16,3,1817.72
attention,0,0,32,16,5,2784.6
attention,0,0,32,16,9,4976.19
attention,0,0,32,32,1,1922.97
attention,0,0,32,32,2,3490.78
attention,0,0,32,32,3,1812.51
attention,0,0,32,32,5,2771.51
attention,0,0,32,32,9,4939.3
attention,0,0,32,64,1,1891.27
attention,0,0,32,64,2,3434.53
attention,0,0,32,64,3,1779.68
attention,0,0,32,64,5,2733.49
attention,0,0,32,64,9,4868.54
attention,0,0,32,128,1,1827.4
attention,0,0,32,128,2,3320.91
attention,0,0,32,128,3,1738.04
attention,0,0,32,128,5,2665.67
attention,0,0,32,128,9,4732.51
attention,0,0,32,256,1,1718.61
attention,0,0,32,256,2,3113.52
attention,0,0,32,256,3,1638.79
attention,0,0,32,256,5,2507.45
attention,0,0,32,256,9,4442.3
attention,0,0,32,512,1,1497.05
attention,0,0,32,512,2,2692.56
attention,0,0,32,512,3,1429.72
attention,0,0,32,512,5,2188.96
attention,0,0,32,512,9,3869.24
attention,0,0,32,1024,1,1075
attention,0,0,32,1024,2,1880.7
attention,0,0,32,1024,3,1042.52
attention,0,0,32,1024,5,1598.84
attention,0,0,32,1024,9,2765.8
attention,0,0,32,2048,1,303.959
attention,0,0,32,2048,2,440.044
attention,0,0,32,2048,3,433.143
attention,0,0,32,2048,5,554.509
attention,0,0,32,2048,9,951.205
attention,0,0,32,4096,1,304.823
attention,0,0,32,4096,2,438.915
attention,0,0,32,4096,3,434.763
attention,0,0,32,4096,5,555.257
attention,0,0,32,4096,9,955.855
attention,0,0,32,8192,1,307.246
attention,0,0,32,8192,2,434.701
attention,0,0,32,8192,3,422.956
attention,0,0,32,8192,5,558.722
attention,0,0,32,8192,9,957.113
attention,0,0,32,16384,1,299.575
attention,0,0,32,16384,2,441.058
attention,0,0,32,16384,3,437.869
attention,0,0,32,16384,5,560.814
attention,0,0,32,16384,9,957.946
attention,0,0,32,32768,1,295.329
attention,0,0,32,32768,2,446.989
attention,0,0,32,32768,3,436.023
attention,0,0,32,32768,5,558.456
attention,0,0,32,32768,9,957.135
attention,0,0,32,65536,1,296.588
attention,0,0,32,65536,2,435.628
attention,0,0,32,65536,3,439.415
attention,0,0,32,65536,5,558.691
attention,0,0,32,65536,9,952.857
attention,0,0,32,131072,1,296.321
attention,0,0,32,131072,2,441.047
attention,0,0,32,131072,3,432.822
attention,0,0,32,131072,5,557.667
attention,0,0,32,131072,9,956.964
attention,0,0,32,163830,1,295.938
attention,0,0,32,163830,2,433.709
attention,0,0,32,163830,3,433.378
attention,0,0,32,163830,5,554.904
attention,0,0,32,163830,9,954.468
attention,0,0,64,16,1,3720.43
attention,0,0,64,16,2,2396.25
attention,0,0,64,16,3,3592.33
attention,0,0,64,16,5,5523.62
attention,0,0,64,16,9,9959.11
attention,0,0,64,32,1,3734.96
attention,0,0,64,32,2,2323.48
attention,0,0,64,32,3,3571.05
attention,0,0,64,32,5,5481.19
attention,0,0,64,32,9,9883.45
attention,0,0,64,64,1,3701.93
attention,0,0,64,64,2,2182.22
attention,0,0,64,64,3,3523.23
attention,0,0,64,64,5,5401.71
attention,0,0,64,64,9,9741.57
attention,0,0,64,128,1,3585.03
attention,0,0,64,128,2,2129.23
attention,0,0,64,128,3,3420.9
attention,0,0,64,128,5,5254.1
attention,0,0,64,128,9,9456.6
attention,0,0,64,256,1,3359.58
attention,0,0,64,256,2,2004.33
attention,0,0,64,256,3,3209.51
attention,0,0,64,256,5,4929.65
attention,0,0,64,256,9,8880.17
attention,0,0,64,512,1,2900.43
attention,0,0,64,512,2,1878.77
attention,0,0,64,512,3,2799.73
attention,0,0,64,512,5,4289.98
attention,0,0,64,512,9,7713.85
attention,0,0,64,1024,1,2032.67
attention,0,0,64,1024,2,1370.56
attention,0,0,64,1024,3,1969.96
attention,0,0,64,1024,5,3059.22
attention,0,0,64,1024,9,5451.01
attention,0,0,64,2048,1,492.887
attention,0,0,64,2048,2,427.16
attention,0,0,64,2048,3,707.725
attention,0,0,64,2048,5,965.947
attention,0,0,64,2048,9,1841.05
attention,0,0,64,4096,1,494.519
attention,0,0,64,4096,2,425.144
attention,0,0,64,4096,3,708.173
attention,0,0,64,4096,5,967.673
attention,0,0,64,4096,9,1841.37
attention,0,0,64,8192,1,491.159
attention,0,0,64,8192,2,430.903
attention,0,0,64,8192,3,723.362
attention,0,0,64,8192,5,967.877
attention,0,0,64,8192,9,1839.94
attention,0,0,64,16384,1,478.904
attention,0,0,64,16384,2,429.539
attention,0,0,64,16384,3,720.931
attention,0,0,64,16384,5,968.825
attention,0,0,64,16384,9,1839.73
attention,0,0,64,32768,1,494.615
attention,0,0,64,32768,2,429.571
attention,0,0,64,32768,3,721.197
attention,0,0,64,32768,5,965.018
attention,0,0,64,32768,9,1838.49
attention,0,0,64,65536,1,484.855
attention,0,0,64,65536,2,425.378
attention,0,0,64,65536,3,722.669
attention,0,0,64,65536,5,967.257
attention,0,0,64,65536,9,1840.36
attention,0,0,64,131072,1,489.132
attention,0,0,64,131072,2,423.373
attention,0,0,64,131072,3,716.077
attention,0,0,64,131072,5,960.292
attention,0,0,64,131072,9,1833.25
attention,0,0,64,163830,1,484.344
attention,0,0,64,163830,2,429.41
attention,0,0,64,163830,3,715.501
attention,0,0,64,163830,5,969.295
attention,0,0,64,163830,9,1835.22
attention,0,0,128,16,1,2397.44
attention,0,0,128,16,2,4427.04
attention,0,0,128,16,3,6967.57
attention,0,0,128,16,5,11058
attention,0,0,128,16,9,19948.2
attention,0,0,128,32,1,2269.78
attention,0,0,128,32,2,4391.62
attention,0,0,128,32,3,6955.22
attention,0,0,128,32,5,10980
attention,0,0,128,32,9,19801.3
attention,0,0,128,64,1,2346.76
attention,0,0,128,64,2,4330.17
attention,0,0,128,64,3,6751.03
attention,0,0,128,64,5,10827.1
attention,0,0,128,64,9,19521.9
attention,0,0,128,128,1,2236.38
attention,0,0,128,128,2,4220.16
attention,0,0,128,128,3,6299.25
attention,0,0,128,128,5,10517.4
attention,0,0,128,128,9,18948.8
attention,0,0,128,256,1,2103.55
attention,0,0,128,256,2,3965.18
attention,0,0,128,256,3,6213.69
attention,0,0,128,256,5,9872.07
attention,0,0,128,256,9,17775.3
attention,0,0,128,512,1,1882.19
attention,0,0,128,512,2,3441.67
attention,0,0,128,512,3,5401.3
attention,0,0,128,512,5,8591.43
attention,0,0,128,512,9,15447.1
attention,0,0,128,1024,1,1366.75
attention,0,0,128,1024,2,2457.15
attention,0,0,128,1024,3,3890.43
attention,0,0,128,1024,5,6031.14
attention,0,0,128,1024,9,10825.3
attention,0,0,128,2048,1,440.61
attention,0,0,128,2048,2,821.477
attention,0,0,128,2048,3,1246.36
attention,0,0,128,2048,5,2003.09
attention,0,0,128,2048,9,3616.12
attention,0,0,128,4096,1,441.069
attention,0,0,128,4096,2,819.546
attention,0,0,128,4096,3,1285.77
attention,0,0,128,4096,5,1996.46
attention,0,0,128,4096,9,3615.64
attention,0,0,128,8192,1,443.98
attention,0,0,128,8192,2,822.928
attention,0,0,128,8192,3,1245.72
attention,0,0,128,8192,5,1998.74
attention,0,0,128,8192,9,3613.86
attention,0,0,128,16384,1,442.957
attention,0,0,128,16384,2,821.753
attention,0,0,128,16384,3,1242.68
attention,0,0,128,16384,5,1997.24
attention,0,0,128,16384,9,3615.86
attention,0,0,128,32768,1,454.84
attention,0,0,128,32768,2,819.205
attention,0,0,128,32768,3,1241.72
attention,0,0,128,32768,5,1996.51
attention,0,0,128,32768,9,3613.67
attention,0,0,128,65536,1,455.362
attention,0,0,128,65536,2,820.836
attention,0,0,128,65536,3,1233.97
attention,0,0,128,65536,5,1996.83
attention,0,0,128,65536,9,3615.27
attention,0,0,128,131072,1,448.482
attention,0,0,128,131072,2,813.392
attention,0,0,128,131072,3,1246.32
attention,0,0,128,131072,5,1994.15
attention,0,0,128,131072,9,3605.33
attention,0,0,128,163830,1,444.407
attention,0,0,128,163830,2,821.029
attention,0,0,128,163830,3,1234.77
attention,0,0,128,163830,5,1984.37
attention,0,0,128,163830,9,3614.71
attention,0,0,256,16,1,4644.38
attention,0,0,256,16,2,9451.5
attention,0,0,256,16,3,13387
attention,0,0,256,16,5,22182.3
attention,0,0,256,16,9,39909.2
attention,0,0,256,32,1,4625.18
attention,0,0,256,32,2,9212.25
attention,0,0,256,32,3,13201.2
attention,0,0,256,32,5,22020.1
attention,0,0,256,32,9,39614
attention,0,0,256,64,1,4650.68
attention,0,0,256,64,2,9241.85
attention,0,0,256,64,3,13216.6
attention,0,0,256,64,5,21699.6
attention,0,0,256,64,9,39036.1
attention,0,0,256,128,1,4457.58
attention,0,0,256,128,2,9027.22
attention,0,0,256,128,3,12659.3
attention,0,0,256,128,5,21075.6
attention,0,0,256,128,9,37884.4
attention,0,0,256,256,1,4245.89
attention,0,0,256,256,2,7885.03
attention,0,0,256,256,3,11865.8
attention,0,0,256,256,5,19778.9
attention,0,0,256,256,9,35543.4
attention,0,0,256,512,1,3701.72
attention,0,0,256,512,2,7026.88
attention,0,0,256,512,3,10563.8
attention,0,0,256,512,5,17195
attention,0,0,256,512,9,30880.6
attention,0,0,256,1024,1,2622.41
attention,0,0,256,1024,2,4962.46
attention,0,0,256,1024,3,7415.63
attention,0,0,256,1024,5,12046.1
attention,0,0,256,1024,9,21561.1
attention,0,0,256,2048,1,860.739
attention,0,0,256,2048,2,1623.28
attention,0,0,256,2048,3,2473.29
attention,0,0,256,2048,5,4052.05
attention,0,0,256,2048,9,7209.04
attention,0,0,256,4096,1,873.508
attention,0,0,256,4096,2,1595.28
attention,0,0,256,4096,3,2459.87
attention,0,0,256,4096,5,4043.39
attention,0,0,256,4096,9,7204.29
attention,0,0,256,8192,1,886.191
attention,0,0,256,8192,2,1599.25
attention,0,0,256,8192,3,2457.49
attention,0,0,256,8192,5,4045.14
attention,0,0,256,8192,9,7197.81
attention,0,0,256,16384,1,884.793
attention,0,0,256,16384,2,1598.94
attention,0,0,256,16384,3,2458.74
attention,0,0,256,16384,5,4042.23
attention,0,0,256,16384,9,7212.37
attention,0,0,256,32768,1,887.374
attention,0,0,256,32768,2,1598.72
attention,0,0,256,32768,3,2455.24
attention,0,0,256,32768,5,4040.96
attention,0,0,256,32768,9,7211.29
attention,0,0,256,65536,1,887.983
attention,0,0,256,65536,2,1596.25
attention,0,0,256,65536,3,2450.67
attention,0,0,256,65536,5,4034.15
attention,0,0,256,65536,9,7208.99
attention,0,0,256,131072,1,887.865
attention,0,0,256,131072,2,1581.93
attention,0,0,256,131072,3,2459.52
attention,0,0,256,131072,5,4046.15
attention,0,0,256,131072,9,7211.34
attention,0,0,256,163830,1,888.282
attention,0,0,256,163830,2,1592.89
attention,0,0,256,163830,3,2443.55
attention,0,0,256,163830,5,4047.73
attention,0,0,256,163830,9,7215.83
attention,16,0,0,0,1,967.131
attention,16,0,1,16,1,1020.01
attention,16,0,1,16,2,1077.71
attention,16,0,1,16,3,1133.47
attention,16,0,1,16,5,1159.23
attention,16,0,1,16,9,1377.17
attention,16,0,1,32,1,1017.92
attention,16,0,1,32,2,1073.32
attention,16,0,1,32,3,1133.28
attention,16,0,1,32,5,1154.91
attention,16,0,1,32,9,1375.48
attention,16,0,1,64,1,1016.36
attention,16,0,1,64,2,1069.82
attention,16,0,1,64,3,1123.35
attention,16,0,1,64,5,1144.14
attention,16,0,1,64,9,1353.41
attention,16,0,1,128,1,1017.35
attention,16,0,1,128,2,1073.24
attention,16,0,1,128,3,1121.43
attention,16,0,1,128,5,1146.17
attention,16,0,1,128,9,1345.18
attention,16,0,1,256,1,1011.48
attention,16,0,1,256,2,1059.94
attention,16,0,1,256,3,1103.1
attention,16,0,1,256,5,1118.08
attention,16,0,1,256,9,1309.55
attention,16,0,1,512,1,1006.3
attention,16,0,1,512,2,976.752
attention,16,0,1,512,3,1083.83
attention,16,0,1,512,5,1086.07
attention,16,0,1,512,9,1259.5
attention,16,0,1,1024,1,994.361
attention,16,0,1,1024,2,1024.47
attention,16,0,1,1024,3,1053.13
attention,16,0,1,1024,5,1023.18
attention,16,0,1,1024,9,1133.98
attention,16,0,1,2048,1,966.149
attention,16,0,1,2048,2,903.781
attention,16,0,1,2048,3,964.325
attention,16,0,1,2048,5,895.385
attention,16,0,1,2048,9,899.769
attention,16,0,1,4096,1,966.395
attention,16,0,1,4096,2,967.589
attention,16,0,1,4096,3,959.844
attention,16,0,1,4096,5,896.004
attention,16,0,1,4096,9,901.028
attention,16,0,1,8192,1,966.084
attention,16,0,1,8192,2,968.751
attention,16,0,1,8192,3,963.736
attention,16,0,1,8192,5,896.515
attention,16,0,1,8192,9,901.871
attention,16,0,1,16384,1,965.861
attention,16,0,1,16384,2,970.545
attention,16,0,1,16384,3,961.603
attention,16,0,1,16384,5,895.684
attention,16,0,1,16384,9,899.822
attention,16,0,1,32768,1,967.088
attention,16,0,1,32768,2,968.848
attention,16,0,1,32768,3,963.79
attention,16,0,1,32768,5,894.777
