timestamp,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_hits_total,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_hits_total
2025-12-13T12:41:08.882753,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:09.891787,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:10.902149,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:11.915059,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:12.931834,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:13.952285,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:14.968212,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:15.988737,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:17.008308,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:18.028396,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:19.048886,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:20.069025,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:21.089189,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:22.109432,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:23.129394,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:24.149645,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:25.169794,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:26.189809,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:27.209828,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:28.229807,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:29.249109,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:30.269498,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:31.289311,0.0,0.0,0.0,0.0,0.0
2025-12-13T12:41:32.310332,7.223867658744492e-05,3.0,0.0,3.0,0.0
2025-12-13T12:41:33.332824,0.0018782055912735678,231.0,0.0,231.0,0.0
2025-12-13T12:41:34.354009,0.015459076789713212,3039.0,0.0,3039.0,0.0
2025-12-13T12:41:35.379717,0.02261070577187026,4109.0,0.0,4109.0,0.0
2025-12-13T12:41:36.401787,0.027667413132991404,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:37.427319,0.030412482843314312,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:38.449137,0.03294083652387488,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:39.472114,0.035180235498085674,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:40.497057,0.03691396373618435,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:41.521302,0.03835873726793325,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:42.542682,0.03944231741674493,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:43.566134,0.04023694285920682,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:44.589367,0.041248284331431045,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:45.610419,0.04175395506754316,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:46.633834,0.042331864480242724,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:47.657073,0.04283753521635484,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:48.680237,0.04327096727587951,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:49.703184,0.043559921982229285,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:50.724422,0.043848876688579064,4611.0,0.0,4611.0,0.0
2025-12-13T12:41:51.746095,0.04428230874810374,4640.0,0.0,4640.0,0.0
2025-12-13T12:41:52.770698,0.05685183847431915,7320.0,0.0,7320.0,0.0
2025-12-13T12:41:53.788454,0.06429242216282598,8650.0,0.0,8650.0,0.0
2025-12-13T12:41:54.811525,0.06906017481759734,9249.0,0.0,9249.0,0.0
2025-12-13T12:41:55.834773,0.0780177707144405,10903.0,160.0,10903.0,0.0
2025-12-13T12:41:56.858121,0.08083507910135086,10989.0,160.0,10989.0,0.0
2025-12-13T12:41:57.883721,0.08358014881167378,10989.0,160.0,10989.0,0.0
2025-12-13T12:41:58.907617,0.08581954778588456,10989.0,160.0,10989.0,0.0
2025-12-13T12:41:59.931700,0.08748103734739579,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:00.953267,0.08907028823231958,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:01.975436,0.09058730044065592,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:02.999682,0.09181535794264249,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:04.022516,0.09318789279780394,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:05.044364,0.09412699559344073,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:06.065026,0.09499385971249007,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:07.086633,0.09549953044860218,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:08.109780,0.09607743986130174,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:09.132364,0.09658311059741385,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:10.154641,0.09694430398035107,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:11.180690,0.09708878133352597,10989.0,160.0,10989.0,0.0
2025-12-13T12:42:12.207435,0.10669652531965615,12940.0,160.0,12940.0,1536.0
2025-12-13T12:42:13.230479,0.11413710900816297,14262.0,160.0,14262.0,1536.0
2025-12-13T12:42:14.253031,0.11948277107563389,15014.0,176.0,15014.0,1536.0
2025-12-13T12:42:15.276138,0.12533410387921692,16235.0,608.0,16235.0,1792.0
2025-12-13T12:42:16.300547,0.13031857256375062,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:17.322724,0.13277468756772376,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:18.345135,0.13486960918875965,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:19.369136,0.13682005345662068,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:20.393369,0.13804811095860725,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:21.415022,0.13934840713718125,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:22.440121,0.14064870331575527,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:23.462757,0.14144332875821716,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:24.486477,0.14238243155385394,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:25.509315,0.1429603409665535,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:26.531203,0.14332153434949071,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:27.554169,0.14368272773242793,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:28.576985,0.14382720508560284,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:29.599699,0.14397168243877773,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:30.625044,0.14418839846854006,17257.0,1200.0,17257.0,1792.0
2025-12-13T12:42:31.648511,0.14527197861735172,17362.0,1200.0,17362.0,1792.0
2025-12-13T12:42:32.674110,0.1579137470201546,19913.0,1200.0,19913.0,2304.0
2025-12-13T12:42:33.695680,0.1667991042404103,21944.0,1600.0,21944.0,2384.0
2025-12-13T12:42:34.719432,0.1714223795420068,22596.0,1808.0,22596.0,2384.0
2025-12-13T12:42:35.744236,0.17741818969876472,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:36.770003,0.18052445279202484,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:37.797790,0.18326952250234776,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:38.823522,0.18587011485949578,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:39.848969,0.188181752510294,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:40.871096,0.18991548074839268,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:41.894183,0.19157697030990392,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:42.917415,0.19287726648847794,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:43.939414,0.19367189193093984,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:44.962055,0.19453875604998916,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:45.985563,0.1947554720797515,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:47.009060,0.19518890413927617,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:48.031694,0.19547785884562593,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:49.053867,0.1959112909051506,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:50.076116,0.1962002456115004,23230.0,1808.0,23230.0,2640.0
2025-12-13T12:42:51.100113,0.19988441811746008,23961.0,1808.0,23961.0,2640.0
2025-12-13T12:42:52.122664,0.20602470562739292,25406.0,2112.0,25406.0,2640.0
2025-12-13T12:42:53.148443,0.2153434949071733,27184.0,2112.0,27184.0,2640.0
2025-12-13T12:42:54.170792,0.2266127284548147,29829.0,2656.0,29829.0,3408.0
2025-12-13T12:42:55.199901,0.23340316405403452,30777.0,2656.0,30777.0,3408.0
2025-12-13T12:42:56.223624,0.23795420067904355,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:42:57.246207,0.24120494112547858,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:42:58.269562,0.24416672686556382,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:42:59.296009,0.2472007512822365,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:00.318304,0.24980134363938453,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:01.339895,0.2518962652604204,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:02.363222,0.2534855161453442,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:03.384479,0.2542801415878061,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:04.405000,0.255074767030268,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:05.425866,0.2560138698259048,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:06.446509,0.2568084952683667,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:07.468111,0.25745864335765367,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:08.488781,0.2581087914469407,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:09.504092,0.2586144621830528,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:10.526600,0.25897565556599,31976.0,3632.0,31976.0,3408.0
2025-12-13T12:43:11.550931,0.2647547496929856,33200.0,3712.0,33200.0,3584.0
2025-12-13T12:43:12.572483,0.27118399190926823,34780.0,4160.0,34780.0,3584.0
2025-12-13T12:43:13.598772,0.2798526330997616,37636.0,5440.0,37636.0,3840.0
2025-12-13T12:43:14.621496,0.28664306869898143,39004.0,5776.0,39004.0,4352.0
2025-12-13T12:43:15.644549,0.2961063353319367,40720.0,5840.0,40720.0,5056.0
2025-12-13T12:43:16.667336,0.3074478075561656,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:17.691563,0.31084302535577546,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:18.716017,0.3138770497724482,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:19.738979,0.3165498808061836,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:20.762845,0.3187892797803944,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:21.782064,0.3208842014014303,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:22.801990,0.322617929639529,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:23.823554,0.3237737484649281,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:24.845324,0.3244238965542151,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:25.868009,0.3250018059669147,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:26.888832,0.32529076067326446,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:27.911506,0.3256519540562017,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:28.932740,0.3260131474391389,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:29.956630,0.3263743408220761,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:30.978623,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:31.999981,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:33.021291,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:34.042318,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:35.063545,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:36.084949,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:37.106366,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:38.127906,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
2025-12-13T12:43:39.149237,0.3267355342050134,42768.0,5840.0,42768.0,5056.0
