timestamp,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_hits_total,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_hits_total
2025-12-13T12:43:33.969408,0.3287582171494618,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:34.991871,0.3289026945026367,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:36.013589,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:37.034981,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:38.056424,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:39.077940,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:40.099429,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:41.121565,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:42.142963,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
2025-12-13T12:43:43.164434,0.32911941053239907,39877.0,4240.0,39877.0,2640.0
