prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
256,800,1,True,96086.45826666665,96090.07800000001,96179.67199999999,96211.25
256,832,1,True,98220.33333333333,98222.42199999999,98296.5,98332.578
256,864,1,True,100475.57813333333,100427.422,100542.9376,100920.0
256,896,1,True,102642.55733333335,102587.578,102806.34360000001,103066.17199999999
256,928,1,True,108182.90106666667,108170.0,108289.92199999999,108333.672
256,960,1,True,110659.4948,110600.156,110866.25,110987.578
256,992,1,True,112909.85946666668,112887.422,112996.29680000001,113043.594
256,1024,1,True,112919.65626666667,112934.922,113044.81240000001,113103.594
256,1024,1,True,112938.15626666667,112922.344,113065.42199999999,113337.422
256,1088,1,True,118934.16146666667,118903.75,119018.172,119179.922
256,1152,1,True,123702.5,123710.0,123822.4844,123863.75
256,1216,1,True,132500.0104,132487.656,132553.5156,132891.094
256,1280,1,True,134359.97400000002,134345.078,134485.75,134622.422
256,1344,1,True,139489.82293333334,139507.5,139575.5468,139627.578
256,1408,1,True,144785.0624,144784.922,144826.5468,144840.0
256,1472,1,True,152385.18746666666,152362.656,152518.65639999998,152603.75
256,1536,1,True,155129.7708,155144.844,155190.12519999998,155276.328
256,1600,1,True,161995.32293333337,161956.094,162039.2812,162369.922
256,1664,1,True,167166.85413333334,167158.75,167254.3592,167397.42200000002
256,1728,1,True,174731.84893333333,174732.656,174840.0312,175087.344
256,1792,1,True,177155.61973333338,177151.328,177261.73440000002,177278.828
288,0,1,True,38768.57293333334,38766.172,38886.046800000004,38929.922
288,32,1,True,41029.43746666667,41038.828,41151.515600000006,41192.5
288,64,1,True,43106.765600000006,43082.5,43214.3748,43322.5
288,96,1,True,45259.5052,45257.5,45365.3908,45399.922
288,128,1,True,50260.390666666666,50256.25,50378.0156,50472.344
288,160,1,True,53580.04693333334,53558.672,53655.953199999996,53681.25
288,192,1,True,56887.666666666664,56883.75,56980.4688,57220.0
288,224,1,True,55292.47400000001,55286.25,55355.25,55400.0
288,256,1,True,60844.56773333334,60826.327999999994,60908.015600000006,61053.594
288,288,1,True,63277.65106666667,63242.578,63402.844,63429.844000000005
288,320,1,True,65921.37493333333,65911.328,66006.31240000001,66008.828
288,352,1,True,68306.56253333334,68292.5,68469.4376,68501.25
288,384,1,True,74839.5,74803.906,74999.95319999999,75023.672
288,416,1,True,77696.92186666667,77683.90599999999,77789.6252,77848.828
288,448,1,True,80671.68226666666,80662.5,80795.10919999999,80877.578
288,480,1,True,80293.58333333333,80268.906,80423.9688,80504.92199999999
288,512,1,True,86078.06773333332,86098.67199999999,86144.4844,86214.922
288,544,1,True,88513.83333333333,88491.172,88577.3124,88781.32800000001
288,576,1,True,91334.07293333333,91315.156,91505.0,91695.0
288,608,1,True,93692.5,93687.42199999999,93787.60919999999,93802.5
288,640,1,True,98919.4688,98903.82800000001,99029.6096,99162.5
288,672,1,True,102015.88026666666,102002.42199999999,102112.25,102135.078
288,704,1,True,104443.91666666667,104427.5,104533.422,104808.90599999999
288,736,1,True,105373.7708,105333.828,105555.0312,105625.0
288,768,1,True,108835.27600000001,108828.82800000001,108910.5,109126.328
288,800,1,True,111345.08333333333,111360.156,111436.2032,111598.67199999999
288,832,1,True,113789.81773333334,113740.078,113916.3124,114223.67199999999
288,864,1,True,116370.31253333333,116368.672,116443.6252,116497.344
288,896,1,True,119190.4532,119168.672,119285.4688,119496.25
288,928,1,True,122081.31773333334,122085.078,122203.7968,122231.172
288,960,1,True,124741.19800000002,124737.344,124847.65639999999,124932.422
288,992,1,True,124779.13026666667,124802.422,124860.2812,124865.0
288,1024,1,True,129010.25000000001,128997.5,129111.5,129220.0
288,1024,1,True,129062.15626666667,129031.406,129141.2032,129628.75
288,1088,1,True,134334.03639999998,134318.75,134419.5468,134478.82799999998
288,1152,1,True,142974.79693333333,143015.156,143071.4376,143077.5
288,1216,1,True,149200.32293333334,149197.5,149407.75,149545.0
288,1280,1,True,152498.1406666667,152512.5,152580.39080000002,152615.078
288,1344,1,True,157653.29173333335,157647.5,157879.25,157946.172
288,1408,1,True,166296.06253333334,166283.59399999998,166450.2188,166515.0
288,1472,1,True,172218.4896,172201.32799999998,172373.25,172465.0
288,1536,1,True,177337.78133333335,177343.59399999998,177431.8908,177811.172
288,1600,1,True,182288.2656,182292.656,182421.078,182487.5
288,1664,1,True,190455.98440000002,190409.922,190606.3124,190946.172
288,1728,1,True,197147.7656,197117.578,197268.6876,197388.75
320,0,1,True,43103.979199999994,43094.922,43199.046800000004,43228.75
320,32,1,True,45393.10933333333,45372.5,45509.5156,45521.405999999995
320,64,1,True,47772.06253333334,47798.672000000006,47859.9844,47947.5
320,96,1,True,53328.203066666676,53337.734,53431.7968,53520.0
320,128,1,True,57684.416666666664,57688.75,57763.562399999995,57832.5
320,160,1,True,61436.94266666667,61437.5,61523.546800000004,61654.922
320,192,1,True,58835.05733333334,58807.5,58939.6408,58943.828
320,224,1,True,64985.359333333334,64955.078,65178.2188,65252.656
320,256,1,True,67640.66146666667,67597.578,67842.4532,67911.17199999999
320,288,1,True,70380.3176,70390.07800000001,70468.4844,70518.828
320,320,1,True,73097.15106666667,73098.516,73245.7812,73306.172
320,352,1,True,80423.08333333333,80405.156,80564.4688,80585.0
320,384,1,True,83577.91666666667,83590.0,83710.04680000001,83762.422
320,416,1,True,86872.30213333335,86870.07800000001,87031.0312,87162.5
320,448,1,True,86459.72399999999,86408.75,86567.4688,86686.25
320,480,1,True,92971.66666666667,92904.922,93179.4688,93254.92199999999
320,512,1,True,95747.05733333335,95748.82800000001,95813.4688,95986.328
320,544,1,True,98814.57293333333,98723.67199999999,98967.9688,99407.578
320,576,1,True,101467.08853333333,101448.672,101600.2656,101620.07800000001
320,608,1,True,107189.92186666667,107175.0,107286.6248,107409.92199999999
320,640,1,True,110612.85413333333,110614.922,110694.7812,111011.25
320,672,1,True,113189.15626666667,113183.672,113292.5312,113342.344
320,704,1,True,114220.33853333333,114217.5,114319.48439999999,114350.078
320,736,1,True,118211.5,118200.0,118279.8592,118352.5
320,768,1,True,120869.526,120837.5,120926.656,121298.67199999999
320,800,1,True,123736.75,123702.656,123887.0,123901.25
320,832,1,True,126433.7552,126416.328,126553.25,126678.906
320,864,1,True,133375.56773333333,133337.422,133500.6876,133564.84399999998
320,896,1,True,136572.91146666667,136528.672,136705.8124,136868.672
320,928,1,True,139498.2292,139497.5,139536.7188,139592.5
320,960,1,True,139702.24480000001,139696.25,139781.45320000002,139820.078
320,992,1,True,139731.30213333335,139726.25,139859.5312,140071.25
320,1024,1,True,142539.92706666666,142515.0,142664.5312,142786.25
320,1024,1,True,142523.68226666667,142516.17200000002,142590.578,142628.828
320,1088,1,True,148254.44786666665,148241.328,148298.0468,148513.75
320,1152,1,True,158874.7292,158848.59399999998,159003.5,159217.422
320,1216,1,True,161016.91666666666,160993.672,161059.7032,161403.75
320,1280,1,True,167561.41666666666,167547.344,167681.2656,167721.09399999998
320,1344,1,True,174101.08333333334,174069.922,174348.2656,174487.578
320,1408,1,True,183363.00519999999,183383.82799999998,183532.7812,183647.5
320,1472,1,True,186963.31773333333,186903.828,187087.2968,187257.34399999998
320,1536,1,True,195279.26559999998,195248.59399999998,195380.9844,195492.5
320,1600,1,True,201771.5677333333,201757.422,201890.2032,201978.672
320,1664,1,True,210950.10933333338,210918.82799999998,211080.7344,211146.25
320,1728,1,True,213925.67186666667,213941.25,213995.2812,214056.328
352,0,1,True,46762.661466666665,46755.0,46829.203199999996,46852.656
352,32,1,True,49335.838533333335,49328.828,49438.7812,49581.172
352,64,1,True,55559.7448,55533.828,55691.2812,55737.5
352,96,1,True,60388.796933333346,60390.0,60459.4844,60575.156
352,128,1,True,64436.9948,64441.25,64515.422,64555.077999999994
352,160,1,True,62402.84373333333,62388.827999999994,62502.25,62688.828
352,192,1,True,68285.35933333333,68285.0,68362.79680000001,68593.67199999999
352,224,1,True,71158.59373333333,71165.156,71251.75,71278.82800000001
352,256,1,True,74233.2292,74198.75,74438.1876,74498.82800000001
352,288,1,True,77117.08853333333,77111.25,77245.2032,77302.422
352,320,1,True,85211.0208,85141.25,85438.0,85582.5
352,352,1,True,88622.91146666666,88608.906,88773.65639999999,88786.17199999999
352,384,1,True,92234.0052,92257.422,92359.75,92447.5
352,416,1,True,91786.5156,91807.65599999999,91882.2032,91947.578
352,448,1,True,98891.40626666667,98885.078,99071.25,99246.172
352,480,1,True,101851.2552,101852.5,101940.32800000001,101974.922
352,512,1,True,105126.43226666666,105100.0,105246.6092,105317.42199999999
352,544,1,True,108165.32813333333,108169.922,108305.2032,108359.92199999999
352,576,1,True,114433.20826666665,114383.828,114666.32800000001,114688.828
352,608,1,True,118150.2292,118148.75,118248.4688,118283.67199999999
352,640,1,True,121098.69266666665,121061.25,121162.75,121508.906
352,672,1,True,122205.67186666667,122224.922,122304.09360000001,122332.656
352,704,1,True,126629.55213333335,126604.844,126722.5,126766.25
352,736,1,True,129560.21346666667,129523.82800000001,129633.0312,130119.922
352,768,1,True,132677.81253333334,132657.34399999998,132806.922,132838.90600000002
352,800,1,True,135612.76559999998,135592.65600000002,135681.79679999998,135714.922
352,832,1,True,143349.7396,143326.32799999998,143419.328,143791.172
352,864,1,True,146801.65106666667,146826.094,146845.2344,146865.078
352,896,1,True,149870.22919999997,149845.078,149950.7188,150082.266
352,928,1,True,149967.15626666666,149922.5,150095.90639999998,150355.0
352,960,1,True,155043.46346666664,155036.406,155126.7968,155190.156
352,992,1,True,158024.69266666664,158013.75,158132.7188,158176.25
352,1024,1,True,161173.99480000001,161160.0,161239.9688,161372.5
352,1024,1,True,161176.35413333334,161131.09399999998,161306.4376,161551.406
352,1088,1,True,167622.16146666664,167560.078,167762.7344,167975.0
352,1152,1,True,175288.70306666664,175306.25,175329.5,175457.578
352,1216,1,True,179249.59373333337,179230.07799999998,179363.5312,179526.172
352,1280,1,True,185463.67706666666,185477.5,185647.922,185793.594
352,1344,1,True,195975.38026666662,195957.42200000002,196076.25,196154.922
352,1408,1,True,203476.58333333334,203449.844,203591.7968,203636.25
352,1472,1,True,209669.7708,209591.25,209817.01559999998,210198.82799999998
352,1536,1,True,215728.82813333333,215746.25,215770.7656,215786.25
352,1600,1,True,225596.49999999997,225571.172,225749.0312,225869.922
352,1664,1,True,233584.82813333336,233532.65600000002,233754.9376,233979.922
384,0,1,True,50915.84893333333,50903.75,51009.1092,51061.094
384,32,1,True,57698.63013333333,57668.828,57835.328,58043.594
384,64,1,True,62911.7084,62876.094000000005,63080.453199999996,63314.922000000006
384,96,1,True,67321.79693333335,67314.844,67398.094,67473.516
384,128,1,True,65186.26040000001,65193.905999999995,65300.218799999995,65340.0
384,160,1,True,72322.57293333333,72285.078,72328.7968,72981.25
384,192,1,True,74587.17706666667,74573.75,74686.2656,74771.328
384,224,1,True,77938.4844,77951.172,78040.5,78065.078
384,256,1,True,81063.2396,81080.078,81137.06240000001,81244.844
384,288,1,True,89878.34373333333,89850.078,90039.75,90056.25
384,320,1,True,93734.18226666666,93732.422,93867.8124,93915.0
384,352,1,True,97526.5156,97520.0,97649.7188,97682.5
384,384,1,True,97080.18226666666,97072.578,97208.7188,97338.594
384,416,1,True,104601.82813333333,104538.828,104757.7188,104811.172
384,448,1,True,107893.09893333333,107831.406,108090.4844,108351.25
384,480,1,True,111426.69786666667,111391.25,111575.6092,111677.5
384,512,1,True,114626.4792,114623.672,114718.2968,114752.578
384,544,1,True,121544.4948,121544.922,121761.2344,121839.922
384,576,1,True,125660.90106666667,125642.344,125787.7188,125903.75
384,608,1,True,128742.7344,128730.078,128877.5312,129016.172
384,640,1,True,129860.54160000001,129848.75,129976.73439999999,129978.828
384,672,1,True,134809.08853333333,134782.422,134880.5624,135141.25
384,704,1,True,138029.84893333333,138031.172,138104.59360000002,138172.656
384,736,1,True,141312.93226666667,141302.5,141403.4532,141458.828
384,768,1,True,144584.07293333334,144540.07799999998,144761.2344,144993.75
384,800,1,True,152802.13013333332,152806.40600000002,152855.82799999998,152875.0
384,832,1,True,156733.39066666664,156703.67200000002,156795.9376,157122.5
384,864,1,True,160054.31253333337,160057.5,160122.3752,160194.922
384,896,1,True,160018.40626666663,160005.234,160123.04679999998,160168.594
384,928,1,True,165551.74479999996,165542.656,165663.26559999998,165698.82799999998
384,960,1,True,168930.14586666672,168911.25,169028.40639999998,169083.67200000002
384,992,1,True,172266.17186666667,172250.0,172323.672,172395.0
384,1024,1,True,175680.77599999998,175681.094,175727.3124,175988.67200000002
384,1024,1,True,175651.86453333337,175650.0,175747.7968,175840.0
384,1088,1,True,188379.4948,188340.078,188473.75,188805.078
384,1152,1,True,191903.67706666669,191893.828,192004.75,192100.078
384,1216,1,True,194227.43746666666,194166.32799999998,194394.5312,194413.672
384,1280,1,True,201808.41146666667,201776.40600000002,201906.5312,202074.922
384,1344,1,True,212844.1041333334,212813.90600000002,212925.328,213299.844
384,1408,1,True,216855.61973333338,216816.328,216976.0312,217211.25
384,1472,1,True,226630.59373333337,226653.75,226748.25,226797.5
384,1536,1,True,234036.50519999999,234030.078,234084.2812,234162.422
384,1600,1,True,245129.33853333333,245147.578,245222.156,245295.0
384,1664,1,True,248713.51039999997,248708.75,248886.2656,248980.0
416,0,1,True,58999.30733333334,58977.578,59176.0312,59232.422
416,32,1,True,64731.401066666665,64696.172000000006,64816.5156,65304.922000000006
416,64,1,True,69479.4948,69474.922,69598.7968,69625.0
416,96,1,True,67147.90626666667,67156.094,67254.922,67280.156
416,128,1,True,75105.09373333333,75084.922,75219.5156,75475.078
416,160,1,True,78440.89066666667,78422.42199999999,78549.79680000001,78771.25
416,192,1,True,82028.1824,81951.172,82224.4688,82461.094
416,224,1,True,84482.20839999999,84467.5,84591.4376,84671.094
416,256,1,True,93993.41146666667,93963.75,94129.2188,94140.0
416,288,1,True,97910.10933333333,97902.57800000001,97995.1248,98010.15599999999
416,320,1,True,102047.7656,102058.75,102182.0624,102229.922
416,352,1,True,101438.5104,101423.906,101571.9376,101630.078
416,384,1,True,109538.28653333333,109497.5,109715.70319999999,109812.57800000001
416,416,1,True,112971.67186666667,112955.078,113055.6876,113178.984
416,448,1,True,116901.94786666665,116905.07800000001,117008.3124,117138.75
416,480,1,True,120274.17706666667,120259.922,120394.2656,120511.25
416,512,1,True,127749.0728,127751.328,127843.8904,127932.422
416,544,1,True,132163.56773333333,132125.078,132241.7344,132779.922
416,576,1,True,135519.2396,135484.844,135625.9844,135681.25
416,608,1,True,136790.31773333333,136766.17200000002,136891.0624,137292.422
416,640,1,True,142325.93746666666,142272.578,142502.7812,142671.17200000002
416,672,1,True,145631.7656,145591.25,145691.7188,146063.75
416,704,1,True,149353.25,149332.344,149378.25,149817.578
416,736,1,True,152750.42186666664,152713.75,152864.5,153024.922
416,768,1,True,161769.5468,161731.25,161873.4376,162097.5
416,800,1,True,165874.724,165882.422,166016.5468,166119.922
416,832,1,True,169476.14066666664,169462.344,169618.328,169639.92200000002
416,864,1,True,169543.06253333334,169531.25,169593.8748,169647.5
416,896,1,True,175597.55213333332,175574.922,175730.922,175847.34399999998
416,928,1,True,179295.19266666667,179293.75,179389.07799999998,179428.828
416,960,1,True,182987.06253333334,182961.094,183093.0312,183184.922
416,992,1,True,186660.68746666668,186631.25,186785.0156,186837.344
416,1024,1,True,195007.27599999995,195058.828,195119.922,195251.328
416,1024,1,True,195070.57813333336,195093.828,195151.0312,195348.828
416,1088,1,True,203786.56253333332,203767.42200000002,203869.4688,204062.422
416,1152,1,True,208140.65626666663,208127.422,208213.2656,208322.422
416,1216,1,True,215518.75,215493.75,215653.70320000002,215691.25
416,1280,1,True,223442.27080000003,223445.0,223577.25,223761.32799999998
416,1344,1,True,232330.8697333333,232333.594,232412.7812,232427.578
416,1408,1,True,239447.85413333334,239427.42200000002,239588.5468,239616.328
416,1472,1,True,246533.17186666667,246509.922,246628.5312,246724.84399999998
416,1536,1,True,258158.99999999997,258096.17200000002,258402.5468,258568.672
416,1600,1,True,267461.3437333333,267433.90599999996,267579.4688,267616.094
448,0,1,True,66416.84373333333,66415.078,66504.922,66888.75
448,32,1,True,71534.11973333334,71478.828,71743.2188,71971.406
448,64,1,True,68962.56773333334,68957.578,69054.5312,69146.09400000001
448,96,1,True,77455.77080000001,77442.42199999999,77575.2188,77732.57800000001
448,128,1,True,81078.92706666667,81071.172,81197.5468,81447.65599999999
448,160,1,True,85058.59893333334,85018.75,85166.82800000001,85495.15599999999
448,192,1,True,88588.39586666667,88515.0,88776.0,88891.32800000001
448,224,1,True,97631.84373333333,97618.75,97730.5312,97764.92199999999
448,256,1,True,101982.57813333333,101908.906,102139.4844,102293.82800000001
448,288,1,True,106388.09893333333,106402.5,106495.2812,106552.578
448,320,1,True,105668.9792,105637.5,105837.0312,105868.594
448,352,1,True,114335.32293333333,114293.82800000001,114463.0156,114588.594
448,384,1,True,117980.2552,117952.5,118084.6252,118170.07800000001
448,416,1,True,122236.54693333335,122225.0,122329.1876,122463.75
448,448,1,True,125813.0104,125783.828,125917.2032,126041.172
448,480,1,True,133853.49480000001,133822.422,133953.5,134108.75
448,512,1,True,138571.59893333333,138577.42200000002,138694.3124,138747.5
448,544,1,True,142180.56773333333,142171.25,142253.95320000002,142275.078
448,576,1,True,143492.41146666667,143496.25,143550.23440000002,143560.15600000002
448,608,1,True,149442.92706666666,149421.406,149518.15600000002,149593.672
448,640,1,True,153144.4896,153137.57799999998,153222.67200000002,153271.328
448,672,1,True,157017.4896,156980.0,157192.2812,157246.25
448,704,1,True,160811.66666666666,160803.67200000002,160898.75,161221.172
448,736,1,True,170449.45826666665,170420.07799999998,170572.3748,170647.344
448,768,1,True,174926.31773333336,174891.25,175017.094,175305.0
448,800,1,True,178822.9844,178775.0,178957.0468,179045.0
448,832,1,True,178828.3333333333,178785.0,178933.7968,179071.32799999998
448,864,1,True,185379.04160000003,185303.828,185573.9532,185633.82799999998
448,896,1,True,189341.7864,189311.328,189430.328,189677.578
448,928,1,True,193298.84373333334,193295.234,193402.92160000003,193617.344
448,960,1,True,197096.1666666667,197088.672,197172.0156,197195.078
448,992,1,True,206143.8541333334,206144.844,206244.828,206363.75
448,1024,1,True,212102.32813333336,212073.75,212250.0,212316.25
448,1024,1,True,212088.66666666666,212061.40600000002,212190.5936,212220.078
448,1088,1,True,214998.86973333333,214970.0,215071.8592,215198.75
448,1152,1,True,224135.4478666667,224103.75,224269.01559999998,224370.078
448,1216,1,True,232938.20826666668,232924.92200000002,232988.18720000001,233070.0
448,1280,1,True,245821.22919999997,245809.844,245937.2656,246003.828
448,1344,1,True,251776.9792,251740.078,251948.51559999998,252048.67200000002
448,1408,1,True,256586.34893333336,256505.0,256757.7968,256925.0
448,1472,1,True,265206.20840000006,265192.57800000004,265251.9064,265472.5
448,1536,1,True,277998.74480000004,277953.75,278094.2968,278456.406
448,1600,1,True,281986.7447999999,281960.0,282022.5156,282434.92199999996
480,0,1,True,72591.7812,72592.5,72668.2656,72753.67199999999
480,32,1,True,69918.10413333333,69932.57800000001,70051.0156,70163.828
480,64,1,True,79224.57813333333,79193.672,79304.5468,79766.17199999999
480,96,1,True,83055.2344,83038.594,83103.2344,83284.84400000001
480,128,1,True,87171.17706666669,87188.75,87299.2812,87318.828
480,160,1,True,91108.17706666667,91077.57800000001,91263.078,91603.75
480,192,1,True,101820.65626666667,101776.172,101957.29680000001,102061.25
480,224,1,True,106412.83333333333,106423.75,106490.65639999999,106606.094
480,256,1,True,110201.94266666665,110183.82800000001,110309.2812,110480.0
480,288,1,True,109462.9636,109432.422,109554.7188,109657.5
480,320,1,True,118711.09373333333,118708.984,118792.35919999999,118853.594
480,352,1,True,122685.83333333333,122668.75,122803.6876,123020.0
480,384,1,True,127113.10933333333,127102.422,127184.68759999999,127223.984
480,416,1,True,130822.0104,130791.24999999999,130928.21879999999,131016.09400000001
480,448,1,True,139453.57293333334,139408.672,139553.5312,139883.82799999998
480,480,1,True,144424.93746666666,144407.5,144565.48440000002,144688.828
480,512,1,True,148367.40106666664,148358.67200000002,148452.828,148762.422
480,544,1,True,149689.2864,149665.156,149804.7812,149976.25
480,576,1,True,153710.60413333334,153708.67200000002,153804.5,153835.0
480,608,1,True,157646.48426666667,157626.25,157723.3124,157863.906
480,640,1,True,161691.84373333334,161688.59399999998,161758.6564,161828.75
480,672,1,True,165633.17186666664,165607.57799999998,165811.2188,165961.094
480,704,1,True,175951.70306666667,175957.5,176080.172,176097.578
480,736,1,True,180645.9062666667,180651.172,180715.0468,180957.344
480,768,1,True,184722.7188,184716.25,184787.59360000002,184908.59399999998
480,800,1,True,184704.36986666668,184696.25,184844.2188,184878.75
480,832,1,True,191755.76040000003,191670.07799999998,191986.1404,192212.344
480,864,1,True,195793.41146666664,195785.078,195859.2656,195896.25
480,896,1,True,200101.07813333336,200102.422,200165.26559999998,200172.42200000002
480,928,1,True,204505.67706666666,204460.0,204721.422,204960.0
480,960,1,True,214278.38026666667,214269.92200000002,214409.7032,214470.078
480,992,1,True,220548.07813333333,220598.672,220633.9532,220983.594
480,1024,1,True,224536.79693333336,224547.344,224659.9844,224711.25
480,1024,1,True,224547.15626666666,224553.67200000002,224618.3436,224702.5
480,1088,1,True,229931.66146666667,229934.922,230112.9532,230366.328
480,1152,1,True,238377.0417333333,238328.67200000002,238558.0468,239086.25
480,1216,1,True,252352.26040000003,252351.09399999998,252478.8124,252518.828
480,1280,1,True,262717.75,262701.328,262839.3124,262898.594
480,1344,1,True,270810.5625333333,270790.0,270904.7032,270987.5
480,1408,1,True,279051.89586666663,279022.422,279131.8124,279427.5
480,1472,1,True,289106.07293333334,289103.594,289196.422,289347.5
480,1536,1,True,299976.99480000004,299922.5,300220.0156,300359.844
512,0,1,True,71595.9844,71623.672,71889.70319999999,71991.25
512,32,1,True,80673.7604,80681.172,80807.2812,80922.42199999999
512,64,1,True,84817.85933333333,84788.828,85086.0624,85303.75
512,96,1,True,89186.55213333335,89197.5,89319.0,89543.82800000001
512,128,1,True,93338.82813333333,93276.094,93497.65639999999,93536.09400000001
512,160,1,True,104821.15106666667,104782.5,104953.67199999999,105116.25
512,192,1,True,109687.59893333333,109653.906,109766.9532,110141.094
512,224,1,True,114745.33853333333,114708.828,114910.84360000001,115132.5
512,256,1,True,113838.36973333334,113771.172,114116.25,114302.422
512,288,1,True,122892.776,122855.0,123025.5,123083.75
512,320,1,True,127005.75,126993.828,127052.0624,127088.672
512,352,1,True,131715.05733333333,131712.578,131821.23440000002,131849.84399999998
512,384,1,True,135794.58853333333,135787.34399999998,135923.95320000002,135930.078
512,416,1,True,144823.9792,144798.75,144883.7188,144958.90600000002
512,448,1,True,150033.34373333334,150017.42200000002,150139.078,150216.094
512,480,1,True,154155.99480000001,154162.578,154231.5,154316.09399999998
512,512,1,True,155585.4844,155555.15600000002,155702.4688,155944.84399999998
512,544,1,True,160267.7604,160288.59399999998,160317.0312,160350.0
512,576,1,True,164366.19786666665,164328.67200000002,164463.7188,164619.922
512,608,1,True,168805.20306666667,168792.734,168876.7968,168937.578
512,640,1,True,172810.75,172820.078,172928.1876,172966.328
512,672,1,True,183806.56253333334,183816.172,183907.422,183980.0
512,704,1,True,188916.32293333337,188912.5,189017.922,189142.5
512,736,1,True,193337.37493333334,193335.078,193490.3436,193567.5
512,768,1,True,193216.22386666667,193202.5,193357.8124,193390.0
512,800,1,True,200616.3281333333,200582.42200000002,200791.656,200908.59399999998
512,832,1,True,205103.026,205068.828,205201.25,205313.75
512,864,1,True,209503.61453333325,209468.75,209625.8436,209672.57799999998
512,896,1,True,214026.15626666666,214023.75,214101.422,214212.578
512,928,1,True,224481.55733333333,224471.172,224531.09399999998,224742.422
512,960,1,True,231122.7396,231094.922,231185.9844,231583.67200000002
512,992,1,True,235382.39586666663,235373.672,235434.25,235571.25
512,1024,1,True,234542.07293333331,234521.40600000002,234622.25,235087.578
512,1024,1,True,234539.96879999994,234528.672,234676.672,234791.09399999998
512,1088,1,True,245156.06773333333,245158.75,245226.9532,245368.672
512,1152,1,True,255372.60933333338,255368.828,255428.84360000002,255456.328
512,1216,1,True,270223.2916,270177.5,270328.328,270628.672
512,1280,1,True,275587.4426666667,275596.406,275742.328,275807.578
512,1344,1,True,288837.82813333336,288833.75,288898.1876,288942.422
512,1408,1,True,298849.01039999997,298802.5,298961.578,299277.5
512,1472,1,True,313591.3385333333,313580.0,313631.2812,313786.172
512,1536,1,True,318216.43746666674,318185.078,318360.40599999996,318600.078
544,0,1,True,82336.41146666667,82313.75,82416.6564,82882.5
544,32,1,True,86693.89586666667,86660.156,86867.2188,86993.75
544,64,1,True,91499.75000000001,91465.07800000001,91711.20319999999,91868.672
544,96,1,True,95686.06773333332,95692.5,95810.1248,95987.5
544,128,1,True,107983.38546666667,107913.594,108256.2188,108379.84400000001
544,160,1,True,113245.19786666665,113231.25,113433.5312,113527.57800000001
544,192,1,True,118687.10413333333,118681.25,118823.5468,119228.90599999999
544,224,1,True,117706.70826666665,117654.922,117867.5156,118192.578
544,256,1,True,126503.58853333333,126461.094,126665.59360000001,126834.922
544,288,1,True,130786.04693333335,130748.672,130854.5,130995.0
544,320,1,True,135740.5104,135720.078,135821.5312,135874.922
544,352,1,True,140075.94786666665,140072.57799999998,140155.328,140196.25
544,384,1,True,149777.7188,149736.32799999998,149821.9688,150364.844
544,416,1,True,155344.7344,155316.09399999998,155490.1408,155595.0
544,448,1,True,159602.5416,159586.328,159672.25,159877.656
544,480,1,True,161110.89586666666,161069.922,161229.4844,161291.172
544,512,1,True,166225.00000000003,166217.5,166279.672,166463.672
544,544,1,True,170606.91666666666,170632.578,170714.9532,170756.25
544,576,1,True,175292.526,175287.578,175413.79679999998,175428.75
544,608,1,True,179688.89586666666,179677.5,179757.594,179910.0
544,640,1,True,191272.81253333332,191272.5,191331.2656,191363.67200000002
544,672,1,True,196568.59373333334,196597.656,196672.578,196719.922
544,704,1,True,201263.5417333333,201254.922,201441.0784,201552.344
544,736,1,True,201168.44786666665,201138.82799999998,201324.4688,201356.25
544,768,1,True,209006.42706666669,209010.0,209068.6096,209080.07799999998
544,800,1,True,213712.94266666667,213705.07799999998,213859.5936,213878.672
544,832,1,True,218498.06773333333,218472.734,218624.9532,218651.094
544,864,1,True,223261.51560000004,223229.844,223366.2812,223452.5
544,896,1,True,234295.13533333334,234291.25,234364.328,234423.82799999998
544,928,1,True,241352.2552,241284.84399999998,241553.2968,241628.75
544,960,1,True,245684.63026666667,245631.172,245877.2188,245888.75
544,992,1,True,244702.73960000003,244676.17200000002,244795.75,244837.422
544,1024,1,True,251529.93746666666,251507.5,251642.7812,251686.328
544,1024,1,True,251499.38026666673,251482.42200000002,251526.4844,251894.92200000002
544,1088,1,True,261012.8437333333,260949.92200000002,261207.73440000002,261521.25
544,1152,1,True,276864.5417333333,276853.672,276972.4064,277001.09400000004
544,1216,1,True,288389.8541333333,288368.90599999996,288454.0936,288528.67199999996
544,1280,1,True,297800.9426666667,297747.5,298049.7968,298206.328
544,1344,1,True,306993.526,306990.0,307064.3124,307072.5
544,1408,1,True,321997.99999999994,321948.828,322084.5,322388.67199999996
544,1472,1,True,334156.67706666666,334141.17199999996,334209.5936,334292.5
576,0,1,True,87659.35413333333,87673.67199999999,87750.4844,87868.906
576,32,1,True,92578.5156,92571.25,92686.09360000001,92697.578
576,64,1,True,97117.2656,97103.90599999999,97251.7812,97306.172
576,96,1,True,110068.92186666667,110054.922,110203.4844,110403.82800000001
576,128,1,True,115510.45306666665,115437.5,115683.6876,116046.406
576,160,1,True,121192.71359999999,121126.328,121454.6252,121627.42199999999
576,192,1,True,120194.57813333333,120131.172,120450.7656,120471.25
576,224,1,True,129641.82293333333,129606.17199999999,129776.56239999998,129856.17199999999
576,256,1,True,134282.07813333333,134254.922,134426.54679999998,134543.672
