prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
128,1408,1,True,75777.5052,75761.25,75902.2656,76142.656
128,1472,1,True,78624.41666666669,78596.17199999999,78759.4376,78860.0
128,1536,1,True,81496.2188,81478.672,81622.0,81762.5
128,1600,1,True,85422.9376,85427.578,85507.9064,85537.344
128,1664,1,True,87075.474,87092.422,87220.2812,87265.156
128,1728,1,True,90549.15106666667,90526.32800000001,90622.672,90781.25
128,1792,1,True,93330.84373333333,93300.0,93459.0624,93551.328
128,1856,1,True,97199.94280000002,97162.656,97314.7188,97451.25
128,1920,1,True,98748.224,98703.594,98921.6408,99157.5
160,0,1,True,20790.906266666665,20767.5,20909.5,21012.5
160,32,1,True,23577.187466666666,23557.5,23709.0,23770.0
160,64,1,True,25126.515599999995,25138.906,25253.968800000002,25497.5
160,96,1,True,20811.66146666667,20797.422000000002,20907.7032,20926.172000000002
160,128,1,True,27839.598933333335,27791.406,28039.8908,28095.0
160,160,1,True,29147.395866666673,29115.0,29299.718800000002,29379.922000000002
160,192,1,True,30392.35413333333,30405.078,30509.2188,30522.5
160,224,1,True,31739.520800000002,31717.422,31949.3124,32090.077999999998
160,256,1,True,34575.9948,34548.828,34733.0,34777.578
160,288,1,True,36883.052,36858.75,36996.6248,37206.328
160,320,1,True,38886.7448,38903.827999999994,38966.7656,39026.328
160,352,1,True,38018.2396,38008.75,38113.0936,38171.172
160,384,1,True,41205.7344,41187.655999999995,41280.4688,41384.922000000006
160,416,1,True,42672.635466666674,42653.672,42739.9844,42841.094
160,448,1,True,44202.05213333334,44191.094,44275.9688,44302.5
160,480,1,True,45652.078133333336,45654.922,45772.296800000004,45861.25
160,512,1,True,47876.083333333336,47867.5,47945.75,47982.655999999995
160,544,1,True,49585.4844,49551.172,49668.0936,49803.672
160,576,1,True,51263.81253333333,51240.077999999994,51345.3592,51414.922
160,608,1,True,51106.52613333333,51074.922,51287.25,51415.0
160,640,1,True,54446.104266666676,54451.172,54525.953199999996,54722.5
160,672,1,True,55760.71880000001,55791.25,55913.9688,56146.094
160,704,1,True,57386.4636,57382.422,57550.4376,57685.0
160,736,1,True,58887.948000000004,58887.5,59013.2344,59051.172
160,768,1,True,61777.20320000001,61782.422,61970.7344,62076.172
160,800,1,True,63576.12506666667,63583.75,63653.6564,63678.672
160,832,1,True,64347.5052,64321.405999999995,64414.172,64524.922000000006
160,864,1,True,64971.395866666666,64955.0,65045.234399999994,65242.50000000001
160,896,1,True,66523.68760000002,66515.0,66567.4376,66622.5
160,928,1,True,67924.04173333333,67926.17199999999,67970.25,68001.406
160,960,1,True,69374.14066666667,69372.5,69467.25,69527.422
160,992,1,True,70863.13026666667,70798.67199999999,71044.0312,71307.5
160,1024,1,True,74359.80213333335,74378.67199999999,74493.922,74516.25
160,1024,1,True,74367.9688,74382.5,74461.39080000001,74753.75
160,1088,1,True,77664.88026666667,77631.172,77763.7032,77809.922
160,1152,1,True,81226.27093333333,81216.172,81344.172,81412.422
160,1216,1,True,84302.9844,84282.42199999999,84417.0156,84505.078
160,1280,1,True,89134.2396,89088.75,89220.7656,89406.25
160,1344,1,True,92774.2344,92762.5,92855.5,93188.906
160,1408,1,True,94775.88026666667,94760.0,94876.92199999999,94880.0
160,1472,1,True,97833.31253333334,97827.5,97921.73439999999,97929.922
160,1536,1,True,102729.32813333333,102703.82800000001,102814.0468,103243.75
160,1600,1,True,106324.37506666667,106326.32800000001,106353.6408,106420.07800000001
160,1664,1,True,109296.41666666667,109263.75,109347.9376,109828.75
160,1728,1,True,112275.16666666667,112273.828,112386.15639999999,112442.656
160,1792,1,True,116951.71359999999,116913.75,117044.0,117241.094
160,1856,1,True,120732.87506666667,120748.672,120807.1876,120837.344
192,0,1,True,25780.20306666667,25800.077999999998,25866.9844,26033.828
192,32,1,True,27776.010400000006,27798.828,27962.922,28002.578
