time_s	throughput
0	0.0
1	172.0
2	587.0
3	1143.0
4	1477.0
5	2005.0
6	2021.0
7	2375.0
8	2509.0
9	2831.0
10	3042.0
11	2742.0
12	2495.0
13	2847.0
14	2659.0
15	2745.0
16	2671.0
17	2829.0
18	2795.0
19	2998.0
20	2729.0
21	3034.0
22	2656.0
23	3066.0
24	2744.0
25	2769.0
26	2714.0
27	2541.0
28	2412.0
29	2412.0
30	2499.0
31	2491.0
32	1948.0
33	1459.0
34	1161.0
35	984.0
36	798.0
37	597.0
38	373.0
39	269.0
40	210.0
41	188.0
42	106.0
43	92.0
44	70.0
45	43.0
