time_s	throughput
0	0.0
1	159.0
2	523.0
3	907.0
4	1155.0
5	1851.0
6	1837.0
7	2239.0
8	2410.0
9	2746.0
10	2939.0
11	2673.0
12	2157.0
13	2658.0
14	2444.0
15	2420.0
16	2554.0
17	2900.0
18	2700.0
19	3097.0
20	2757.0
21	3043.0
22	2495.0
23	3137.0
24	2765.0
25	2944.0
26	2906.0
27	2512.0
28	2576.0
29	2539.0
30	2754.0
31	2522.0
32	2288.0
33	1725.0
34	1358.0
35	1047.0
36	908.0
37	774.0
38	673.0
39	337.0
40	274.0
41	192.0
42	163.0
43	103.0
44	91.0
45	43.0
