time_s	throughput
0	0.0
1	249.0
2	816.0
3	1581.0
4	1895.0
5	2267.0
6	2267.0
7	2590.0
8	2790.0
9	3034.0
10	3166.0
11	3093.0
12	2953.0
13	3139.0
14	3138.0
15	3052.0
16	3134.0
17	3184.0
18	3150.0
19	3194.0
20	3174.0
21	3239.0
22	3293.0
23	3258.0
24	3248.0
25	3199.0
26	3201.0
27	3184.0
28	3177.0
29	2916.0
30	3081.0
31	2612.0
32	2108.0
33	1733.0
34	1281.0
35	1017.0
36	849.0
37	586.0
38	374.0
39	213.0
40	165.0
41	162.0
42	108.0
